variable_name,label,source_file,source_directory
acute_con_pe,Conjunctivitis,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_cough,Cough,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_cough_pe,Cough,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_cyanosis,Cyanosis (bluish lips/face),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_cyanosis_pe,Cyanosis (bluish lips/face),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_diarrhea,Diarrhea,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_diarrhea_pe,Diarrhea,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_fatigue,Fatigue,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_fatigue_pe,Fatigue,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_fever,Fever,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_fever_pe,Fever,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_handsfeet,Changes in hands and feet,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_handsfeet_pe,Changes in hands and feet,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_headache,Headache,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_headache_pe,Headache,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_mucosal,Oral mucosal change,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_mucosal_pe,Oral mucosal change,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_nasal,Nasal congestion or runny nose,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_nasal_pe,Nasal congestion or runny nose,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_nausea,Nausea/vomiting,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_nausea_pe,Nausea/vomiting,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_neckpain,Neck pain,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_neckpain_pe,Neck pain,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_other,Other symptoms,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_other_pe,Other symptoms,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_other_specify,What other symptoms (comma-separated)?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_palp,Palpitations,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_palp_pe,Palpitations,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_skinrash,Skin rash,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_skinrash_pe,Skin rash,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_subj,Subjective fever/chills/rigors/night sweats,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_subj_pe,Subjective fever/chills/rigors/night sweats,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_swollen,Swollen glands,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_swollen_pe,Swollen glands,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_tastesmell,New loss of taste or smell,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_tastesmell_pe,New loss of taste or smell,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_throat,Sore throat,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
acute_throat_pe,Sore throat,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
administered-by,,data_dictionary_vaccination.xlsx [Vaccination].csv,RADx-DHT
afib,"Atrial fibrillation (Afib, AF)?",survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT
afraid,Feeling afraid as if something awful might happen.,survey_data_dictionary_origcopy.csv - Anxiety Survey.csv,RADx-DHT
age,,data_dictionary_user.xlsx [User].csv,RADx-DHT
Age,"""Enter your age below""",NIH_Consent_Demographic_Data_Dictionary_MIT_Sep09_origcopy.xlsx [Sheet1].csv,RADx-DHT
age,What is your age?,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
age,What is your age?,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad
age,What is your current age (in years)?,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT
age_yrs,"Age

For babies less than 1 year old, do not write the age in months. Write 0 as the age.",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
air_quality,Has your local air quality been noticeably affected by wildfire smoke?,survey_data_dictionary_origcopy.csv - Wildfire.csv,RADx-DHT
alc,"How often do you have a drink containing alcohol? ",Demographics_and_Clinical.csv,RADx-DHT
alc_subs,Alcohol or substance use disorder,Demographics_and_Clinical.csv,RADx-DHT
alcohol_date_mdy,Date of Alcohol/Tobacco Use Collection,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
alcohol_daysperweek,How often do you have a drink containing alcohol?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
alcohol_drinksperday,How many drinks containing alcohol do you have on a typical day when you are drinking?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
alcohol_use,Alcohol Use,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
alcohol_use,Alcohol Use,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad
analyte_type,Type of analyte(s) or target(s) to be detected,Biorecognition_Element_Data_Element_Template_v000.csv,RADx-rad
analytical_inclusivity,Impact of variants/mutations on test results. Specificity with respect to variants/mutations compared to wildtype,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
analytical_sensitivity,Analytical sensitivity is defined as the slope of the calibration curve.,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
analytical_sensitivity_unit,Unit of analytical sensitivity,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
anemia,Anemia or other blood disorder (do not include leukemia or lymphoma)?,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT
annoyed,Becoming easily annoyed or irritable.,survey_data_dictionary_origcopy.csv - Anxiety Survey.csv,RADx-DHT
Answers,,SurveyQuestionResults_datadictionary.csv,RADx-DHT
anti_coag,Anti-coagulant,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
antibiotic_specify,Specify antibiotic,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
antibody data elements - work in progress,,Biorecognition_Element_Data_Element_Template_v000.csv,RADx-rad
antibody data elements ... tbd,,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
antibody_type,Type of antibody,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
antigen_concentration,Protein concentration,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
antigen_concentration_unit,Unit of protein concentration,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
antigen_cterminal_tag,Name of tag attached to C-terminal,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
antigen_expression_system,System used to express protein,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
antigen_formulation,Formulation of antigen,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
antigen_id,"Protein Sequence Database id, e.g., UniProt accession number or NCBI GenPept id",Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
antigen_name,UniProt preferred protein name,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
antigen_nterminal_tag,Name of tag attached to N-terminal,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
antigen_region,Domain or subunit name,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
antigen_region_end,End residue number of region,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
antigen_region_start,Start residue number of region,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
antigen_sequence,Protein sequence if  protein sequence database id is unavailable,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
antigen_source,Supplier of antigen or publication,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
antigen_source_url,URL of supplier catalog page or publication DOI link,Spiked_Sample_Data_Element_Template_v000.xlsx [Spiked_Sample_Data_Elements].csv,RADx-rad
any_care_condition,"Is this because of ANY medical, behavioral or other health condition?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
any_care_condition_yr,Is this a condition that has lasted or is expected to last for at least 12 months?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
any_med_condition,"Is this because of ANY medical, behavioral or other health condition?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
any_med_condition_yr,Is this a condition that has lasted or is expected to last for at least 12 months?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
appetite,Poor appetite or overeating.,survey_data_dictionary_origcopy.csv - Mood Survey.csv,RADx-DHT
ARE_YOU_18_YEARS_OF_AGE_OR_OLDER,,survey__baseline_survey_origcopy.csv,RADx-DHT
ARE_YOU_CURRENTLY_PREGNANT_OR_PLAN_TO_BECOME_PREGNANT_IN_THE_NEXT_YEAR,,survey__baseline_survey_origcopy.csv,RADx-DHT
ARE_YOU_CURRENTLY_TAKING_ANY_MEDICATIONS_OR_RECEIVING_ANY_MEDICAL_TREATMENTS_THAT_COULD_REDUCE_OR_LOWER_THE_RESPONSE_OF_YOUR_IMMUNE_SYSTEM,,survey__baseline_survey_origcopy.csv,RADx-DHT
ARE_YOU_OR_ONE_OF_YOUR_HOUSEHOLD_MEMBERS_A_HEALTHCARE_WORKER__I_AM_A_HEALTHCARE_WORKER_AND_I_AM_CURRENTLY_WORKING,,survey__baseline_survey_origcopy.csv,RADx-DHT
ARE_YOU_OR_ONE_OF_YOUR_HOUSEHOLD_MEMBERS_A_HEALTHCARE_WORKER__I_AM_A_HEALTHCARE_WORKER_BUT_I_AM_NOT_CURRENTLY_WORKING,,survey__baseline_survey_origcopy.csv,RADx-DHT
ARE_YOU_OR_ONE_OF_YOUR_HOUSEHOLD_MEMBERS_A_HEALTHCARE_WORKER__NO_ONE_IN_MY_HOUSEHOLD_IS_A_HEALTHCARE_WORKER,,survey__baseline_survey_origcopy.csv,RADx-DHT
ARE_YOU_OR_ONE_OF_YOUR_HOUSEHOLD_MEMBERS_A_HEALTHCARE_WORKER__ONE_OF_MY_HOUSEHOLD_MEMBERS_IS_A_HEALTHCARE_WORKER_AND_THEY_ARE_CURRENTLY_WORKING,,survey__baseline_survey_origcopy.csv,RADx-DHT
ARE_YOU_OR_ONE_OF_YOUR_HOUSEHOLD_MEMBERS_A_HEALTHCARE_WORKER__ONE_OF_MY_HOUSEHOLD_MEMBERS_IS_A_HEALTHCARE_WORKER_BUT_THEY_ARE_NOT_CURRENTLY_WORKING,,survey__baseline_survey_origcopy.csv,RADx-DHT
ARE_YOU_OR_ONE_OF_YOUR_HOUSEHOLD_MEMBERS_CONSIDERED_AN_ESSENTIAL_WORKER__I_AM_AN_ESSENTIAL_WORKER_AND_I_AM_CURRENTLY_WORKING,,survey__baseline_survey_origcopy.csv,RADx-DHT
ARE_YOU_OR_ONE_OF_YOUR_HOUSEHOLD_MEMBERS_CONSIDERED_AN_ESSENTIAL_WORKER__I_AM_AN_ESSENTIAL_WORKER_BUT_I_AM_NOT_CURRENTLY_WORKING,,survey__baseline_survey_origcopy.csv,RADx-DHT
ARE_YOU_OR_ONE_OF_YOUR_HOUSEHOLD_MEMBERS_CONSIDERED_AN_ESSENTIAL_WORKER__NO_ONE_IN_MY_HOUSEHOLD_IS_AN_ESSENTIAL_WORKER_WHO_MUST_GO_INTO_AN_OFFICE,,survey__baseline_survey_origcopy.csv,RADx-DHT
ARE_YOU_OR_ONE_OF_YOUR_HOUSEHOLD_MEMBERS_CONSIDERED_AN_ESSENTIAL_WORKER__ONE_OF_MY_HOUSEHOLD_MEMBERS_IS_AN_ESSENTIAL_WORKER_AND_THEY_ARE_CURRENTLY_WORKING,,survey__baseline_survey_origcopy.csv,RADx-DHT
ARE_YOU_OR_ONE_OF_YOUR_HOUSEHOLD_MEMBERS_CONSIDERED_AN_ESSENTIAL_WORKER__ONE_OF_MY_HOUSEHOLD_MEMBERS_IS_AN_ESSENTIAL_WORKER_BUT_THEY_ARE_NOT_CURRENTLY_WORKING,,survey__baseline_survey_origcopy.csv,RADx-DHT
area_under_the_ROC_curve,ROC-based performance. AUC under ROC curve.,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
as_needed,,medications_data_dictionary_origcopy.csv,RADx-DHT
AS_OF_TODAY_DO_YOU_FEEL_THAT_YOU_HAVE_COMPLETELY_RECOVERED_FROM_YOUR_ILLNESS,,survey__baseline_survey_origcopy.csv,RADx-DHT
AS_OF_TODAY_DO_YOU_FEEL_THAT_YOU_HAVE_COMPLETELY_RECOVERED_FROM_YOUR_ILLNESS,,survey__weekly_survey_origcopy.csv,RADx-DHT
asian,What is your Asian background?,survey_data_dictionary_origcopy.csv - Demographics Survey.csv,RADx-DHT
assay_date,date of assay performed,PCR_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
assesment_other_specify,Specify,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
assessment_date_mdy,Cardiovascular Diagnostic Assessment Date,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
assessment_ecg,ECG,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
assessment_echo,ECHO,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
assessment_mri,Cardiac MRI,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
assessment_other,Other tests,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
asthma,Asthma,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
asthma,Asthma,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad
asthma,Asthma,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
asthma,"Asthma, to the point that you use inhalers daily or have been to the hospital for your asthma?",survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT
AtHome1 Confirmation Submission Date_DEID,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
AtHome2 Completed Submission Date_DEID,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
attend_relig_service,"In the past WEEK, how many times did you attend a church, synagogue, mosque, temple, or other place of worship?",survey_data_dictionary_origcopy.csv - Religious Services.csv,RADx-DHT
AVERAGE_BIKE_CADENCE_IN_ROUNDS_PER_MINUTE,,activity__garmin_activities_origcopy.csv,RADx-DHT
AVERAGE_HEART_RATE_IN_BEATS_PER_MINUTE,,activity__garmin_activities_origcopy.csv,RADx-DHT
AVERAGE_PACE_IN_MINUTES_PER_KILOMETER,,activity__garmin_activities_origcopy.csv,RADx-DHT
AVERAGE_RUN_CADENCE_IN_STEPS_PER_MINUTE,,activity__garmin_activities_origcopy.csv,RADx-DHT
AVERAGE_SPEED_IN_METERS_PER_SECOND,,activity__garmin_activities_origcopy.csv,RADx-DHT
AVERAGE_SWIM_CADENCE_IN_STROKES_PER_MINUTE,,activity__garmin_activities_origcopy.csv,RADx-DHT
averageHeartRate,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT
averageHeartRateInBeatsPerMinute,,data_dictionary.xlsx [Garmin Intraday Dailies (Heart ].csv,RADx-DHT
averageStressLevel,,data_dictionary.xlsx [Garmin Intraday Dailies (Heart ].csv,RADx-DHT
avg_excercise_past_year,"On average, how often have you exercised (enough to breathe heavily and/or sweat) over the past year?",survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT
avg_sleep_past_week,"Over the past WEEK, on average, how many hours did you sleep per night?",survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT
avg_sleep_past_week,"Over the past WEEK, on average, how many hours did you sleep per night?",survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 3.csv,RADx-DHT
avg_sleep_past_week,"Over the past WEEK, on average, how many hours did you sleep per night?",survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT
avg_sleep_past_week,"Over the past WEEK, on average, how many hours did you sleep per night?",survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT
awake[array].endTimeInSeconds,,data_dictionary.xlsx [Garmin Intraday Sleep].csv,RADx-DHT
awake[array].startTimeInSeconds,,data_dictionary.xlsx [Garmin Intraday Sleep].csv,RADx-DHT
awakeDurationInSeconds,,data_dictionary.xlsx [Garmin Intraday Sleep].csv,RADx-DHT
balance_meals,I couldn’t afford to eat balanced meals.,survey_data_dictionary_origcopy.csv - Food Security.csv,RADx-DHT
bar,"Over the past WEEK, how many times have you visited a bar?",survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 2.csv,RADx-DHT
bar,"Over the past WEEK, how many times have you visited a bar?",survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 3.csv,RADx-DHT
bar,"Over the past WEEK, how many times have you visited a bar?",survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey 4.csv,RADx-DHT
bar,"Over the past WEEK, how many times have you visited a bar?",survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT
basal_calories_kcal,,data_dictionary.xlsx [Apple Watch Intraday Steps].csv,RADx-DHT
baseline_add,Attention Deficit Disorder or Attention Deficit Hyperactive Disorder (ADD/ADHD),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
baseline_anxiety,Anxiety problems,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
baseline_autism,"Autism or Autism Spectrum Disorder (ASD), Asperger's Disorder, Pervasive Developmental Disorder (PDD)",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
baseline_behavioral,Behavioral disorder or conduct problems,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
baseline_bipolar,Mania or bipolar disorder,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
baseline_current,Specify which conditions the child currently has.,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
baseline_delay,Developmental delay,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
baseline_depression,Depression,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
baseline_fatigue,Chronic fatigue,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
baseline_ideation,Suicidal thoughts or behaviors,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
baseline_intellectual,Intellectual disability,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
baseline_learning,Learning disability,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
baseline_ptsd,Post-traumatic stress disorder (PTSD),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
baseline_speech,Speech or other language disorder,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
baseline_tourette,Tourette Syndrome,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
basics,"How hard is it for you (and your family) to pay for the very basics like food, rent or mortgage, heating, etc over the past 30 days?",survey_data_dictionary_origcopy.csv - Monthly COVID-19 Citizen Science Survey.csv,RADx-DHT
bcg_vaccine,Has your child received the BCG vaccination?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
behavior__air_travel,Have you recently traveled on an airplane?__Response,data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
behavior__large_gatherings,"Have you recently participated in any large public gatherings of over 250 people (e.g. concerts, sporting events, amusement parks)?__Response",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
behavior__social_distancing__0d_ago,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__Today",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
behavior__social_distancing__1d_ago,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__Yesterday",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
behavior__social_distancing__2d_ago,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__Two days ago",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
behavior__social_distancing__3d_ago,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__Three days ago",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
behavior__social_distancing__4d_ago,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__Four days ago",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
behavior__social_distancing__5d_ago,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__Five days ago",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
behavior__social_distancing__6d_ago,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__Six days ago",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
behavior__social_distancing__did_not,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__I did not practice social distancing in the last 7 days",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT
bio_sex_birth_2,What was your sex assigned at birth on your birth certificate?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
biorecognition_type,Type of molecular entity used for biosensor fabrication,Biorecognition_Element_Data_Element_Template_v000.csv,RADx-rad
birth_asphy,Birth asphyxia,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
blind,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
blind,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad
blind_diff,"(0-12+) Does this child have blindness or problems with seeing even when wearing glasses? / (15+) Are you blind, or do you have serious difficulty seeing, even when wearing glasses?",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
blockages_in_your_coronary,Coronary artery disease (blockages in your heart vessels) or angina (chest pain)?,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT
bmi,"12. BMI


",Demographics_and_Clinical.csv,RADx-DHT
bmt,Hematopoietic cell recipient/bone marrow transplant recipient,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
body_temp,Body temperature (degrees Celsius),RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
brand,What brand of COVID-19 vaccine did you receive?,survey_data_dictionary_origcopy.csv - Monthly Vaccine Follow Up Survey.csv,RADx-DHT
brand,What brand of COVID-19 vaccine did you receive?,survey_data_dictionary_origcopy.csv - Monthly Vaccine Survey.csv,RADx-DHT
brand,What brand of COVID-19 vaccine did you receive?,survey_data_dictionary_origcopy.csv - Vaccine Survey.csv,RADx-DHT
brand_name,,medications_data_dictionary_origcopy.csv,RADx-DHT
brand_other,Please enter the brand of your COVID-19 vaccine:,survey_data_dictionary_origcopy.csv - Monthly Vaccine Follow Up Survey.csv,RADx-DHT
brand_other,Please enter the brand of your COVID-19 vaccine:,survey_data_dictionary_origcopy.csv - Monthly Vaccine Survey.csv,RADx-DHT
brand_other,Please enter the brand of your COVID-19 vaccine:,survey_data_dictionary_origcopy.csv - Vaccine Survey.csv,RADx-DHT
breakfast_duringcovid,Did your child's school continue to provide breakfast and/or lunch during the COVID-19 pandemic (since March 2020)?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
breakfast_precovid,Did your child get breakfast and/or lunch from the school in the 2019-2020 school year before the COVID-19 pandemic?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
breastfed,(0-1) Is your child being breastfed or fed pumped milk?,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
calendarDate,,data_dictionary.xlsx [Garmin Intraday Dailies (Heart ].csv,RADx-DHT
calendarDate,,data_dictionary.xlsx [Garmin Intraday Sleep].csv,RADx-DHT
calendarDate,,data_dictionary.xlsx [Garmin PulseOx].csv,RADx-DHT
calendarDate,,data_dictionary.xlsx [Garmin Stress Details].csv,RADx-DHT
Calibration Curve,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad
calories,,data_dictionary.xlsx [Fitbit Activity Records].csv,RADx-DHT
calories_kcal,,data_dictionary.xlsx [Apple Watch Intraday Steps].csv,RADx-DHT
can_refill,,medications_data_dictionary_origcopy.csv,RADx-DHT
cancer,Cancer,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
cancer,Cancer,RADx-rad_MinimumCDE_REDCapDataDictionary_2021-04-08.csv,RADx-rad
cancer,Cancer,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP
cancer,Cancer (including leukemia or lymphoma) undergoing active treatment?,survey_data_dictionary_origcopy.csv - Your Medical Conditions.csv,RADx-DHT
capacity_mgd,,NWSS-Data-Dictionary_v2_0_3_20210621.xlsx [Metadata].csv,Unknown Source
capacity_mgd,Wastewater treatment plant design capacity,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad
