question_id,variable_name,datatype,label,value_constraints,source_file,source_directory,Digest (variable_name|source_file|source_directory)
0.0,symp__sore_throat__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sore throat or itchy/scratchy throat - 6 days ago","[nan, '6 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,1ad9066063217244a7b919c4cda7df53c1b55b2b4f553a3d9c3dc7cf6ea7086453c54b3ed3746e03cafe2b04d2bc19cc22a3f968c9f6922e403e60b97d554236
0.0,symp__fatigue__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Feeling more tired than usual - Today","[nan, 'Today']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,2834ec0d160ff1c01ee687c9ebc3d3182cc2ec2521e806b905c16d0e6d803d7aa1e480854609f484e601149b64a26b70394cee296146e849eeac7fa324092572
0.0,symp__fatigue__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Feeling more tired than usual - Yesterday","[nan, 'Yesterday']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,3b6c2074e737c0b5b7f88e8db1030b486af9648fd4e8103f8ad84d12973da31d2786a139542a7e8b5996b3cef324145b4a64f4659f9dc3a7725d5fc8edd526f2
0.0,symp__fatigue__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Feeling more tired than usual - 2 days ago","['2 days ago', nan]",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,769ba8c7004d0f0bd1fcd20346ac9fe3590a64f5ca522a5622e8290b490a28054f91b49609d8779187d7537748904742dd3ea6150fb3611e0bff5d1a76b2f2fd
0.0,symp__fatigue__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Feeling more tired than usual - 3 days ago","[nan, '3 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,e279bc47fa0f44793630b503a1af0535d4d157d1085655ccf96992448f60d0997533cf5eacbf0c16801eb669699d75c0ff1fae72febbb29224c91581d030b69e
0.0,symp__fatigue__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Feeling more tired than usual - 4 days ago","[nan, '4 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,0906862589f63a9475888ce3632dbe2a8e0b7fe955beeb8c00e7fa37ce9b6696863e78f757147350265c11f78ee635ad8d7cc3261c82b21a5c836cc76a163e42
0.0,symp__fatigue__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Feeling more tired than usual - 5 days ago","[nan, '5 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,0b4110a79dc59d1d73c9df4a07e16e1d4395ee7957fa1989a7ee951a71a120cfac22478fbf40eeac49b300c949ed102b926c4a031f9ea5c64d99b0feecf40cd6
0.0,symp__fatigue__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Feeling more tired than usual - 6 days ago","[nan, '6 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,25f58dca263fd12c8428eaf0cfb01b92c80b6cc8ff4dd57c5b1ad52a7c9a1cf616d20955ab152277b5a2b3da9f554770895d28f1fb64b553bea4e2ed1eb98560
0.0,symp__nasal__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Nasal congestion or runny nose - Today","[nan, 'Today']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,14c22eca6d2e8bba1867072d38b85c90f6ff729f9b819ece2b707daed5145c84eeec5ab0e5f1cdd7f45f8b228649db70e14f17d9624f11c8c263aee2ba18d04f
0.0,symp__nasal__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Nasal congestion or runny nose - Yesterday","[nan, 'Yesterday']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,f59251c8377b737cc4b1415e09b696bb5b2521bf2a214d93b35d6a13a09ce4b75499a0fbdbdf4d09b02de2bd220162e952bfb34b17d5bff44f4a5259b0919a8a
0.0,symp__nasal__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Nasal congestion or runny nose - 2 days ago","[nan, '2 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,5a7ef81b13e6a3a9df1b7404558e8884f523c6f4890e54efd51d78d284387164e6bd67d7cf4cc10ef96a1b4a7767964cdc2049b1e218383d2e685ab3a197817c
0.0,symp__nasal__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Nasal congestion or runny nose - 3 days ago","[nan, '3 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,6793311d2ab9c72a742cc1d59d63d6e069a01006122ab8a860ce271e6747c0faa282d8046f39bc9097803d083e6f812e61b20d6295cd4f6a4ca5d6565131dcde
0.0,symp__nasal__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Nasal congestion or runny nose - 4 days ago","[nan, '4 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,d3f3444df938aae6ce377875aeb9823f1395dadd2f81e41d86b0d18adf027363f0338879e08d913dd424eb7e2ef27fc0d34075d7adb8327c8a8f35ce84a8b937
0.0,symp__nasal__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Nasal congestion or runny nose - 5 days ago","['5 days ago', nan]",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,a68a1c1b15152d6da6c7144fa18571b3bf6f70c6b0b1468802de40d459ba697beb8a1289cdcd7bd98fde9dead175b60ea5dfcc5161a0d2b490b4ecff05c4b5d5
0.0,symp__nasal__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Nasal congestion or runny nose - 6 days ago","[nan, '6 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,fcd78d6596c4035dba0193228de2680777807831fdc7d6f6841bb628a5e090004ddd0e4a893d7152d1caf0c5e15d5f3adaf76519d823ed1b419bcd05119f7d52
0.0,symp__sneezing__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sneezing - Today","[nan, 'Today']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,dde8152a14394fef9c9380ed461fe812bce67001d02a07fa452123eefad70713a3f3bc184363ca5387327dc0150dc144598b37136ae2a2ecbaa2587d00e7730d
0.0,symp__sneezing__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sneezing - Yesterday","[nan, 'Yesterday']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,99d473f0897dbf43d49c89bcac4535a64769cdef2b427abeb29000d334037164703dae9aee9d865a6c48f49eeeb4b4f274ec20d14066698a69f3c9d495e4f8b2
0.0,symp__sneezing__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sneezing - 2 days ago","['2 days ago', nan]",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,bb3d1cd540132d619121008ff366e606fd8a6df870a860262c15f1ff436fdc91acb844a4ecc2cbce89a9897b99fdb8acc9698c9582c38334e43c8d8136e200b7
0.0,symp__sneezing__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sneezing - 3 days ago","[nan, '3 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,9d6494c6dc60abf72f67f7bf63093ab113190fa398539fde1db355e649a057c25cb084d9856a2bebd0ebb10e0e66b1196c8132ef12015614347464afd2897060
0.0,symp__sneezing__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sneezing - 4 days ago","[nan, '4 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,670dfd17b5de758c4fceca29bb8b231bb2886e72a250d5c3df71c2e696e9befaff8cad58a3b9d8c7438e16502b6a8248d17e8fe946d603485ff5da1a20748fcd
0.0,symp__sneezing__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sneezing - 5 days ago","[nan, '5 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,aefa1d52344bd9cdc8341457d50a69ddecb29c67ba472ff74149f97bdad4bebe0f984ff7556ef5446573fc040bdac7901a4de314405e43f6ee8aeae2aab6fba7
0.0,symp__sneezing__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sneezing - 6 days ago","[nan, '6 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,c21f3ea67fe4f0f593ff164cd7acbd385c6a7c6c86f702accca641bc5986f7eb4adae0dc4ea209d8f99af9957705cc5d60129fa0d84961198b16d1339fb5cc2d
0.0,symp__no_symp__0d_ago,float,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __I did not experience any flu-like symptoms - Today",[nan],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,e1b5439522e4daac7d14ac96f28d73ae84e0201d46c2b96993a43d995e02069529b88db838f9da0eec6dcdbe867055473142cc098f38044804adbbdef0dc2462
0.0,symp__no_symp__1d_ago,float,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __I did not experience any flu-like symptoms - Yesterday",[nan],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,1adddf2b684dd280ef02b002a5f0698026b7060712c1b5f5da2b639415e3d6f26654922cd7833368ddd22c462ca51bd5ee4d7eaef627e9715041e8b1e85fb37d
0.0,symp__no_symp__2d_ago,float,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __I did not experience any flu-like symptoms - 2 days ago",[nan],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,749f8bf752a86f42ac4c6308df1b51232eabd9bb638057bd3772d1a3cf14cb1586ba40aa1d30dce0773fc975244e48bf25be2b5862b268fd440e3d10c77902a2
0.0,symp__no_symp__3d_ago,float,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __I did not experience any flu-like symptoms - 3 days ago",[nan],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,4288d7418bf6c6eec00d87e8e68e585ace74b9a1fec8debb6b2f7810c6f4c7f602bc529025fb4e970f04463c02ad3150c1f242d809d1cfb423b7d409861b3eae
0.0,symp__no_symp__4d_ago,float,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __I did not experience any flu-like symptoms - 4 days ago",[nan],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,b960ec0b182d04f5e45d757cb0773ea9ebdde5b85c817090a6b6d8641a248e1c85cca5773c6f4b2d694db115be58614abf80a39f7255f7e4b95e8f00fd42bb4e
0.0,symp__no_symp__5d_ago,float,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __I did not experience any flu-like symptoms - 5 days ago",[nan],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,2001f5c7f70938e343db2f927dbcfd47906ea71f31a004a408b4bf678fcd254d77dd4a874b9adca5a8aa7848c414a6877989c6059066ccc42223221c26131975
0.0,symp__no_symp__6d_ago,float,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __I did not experience any flu-like symptoms - 6 days ago",[nan],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,1aaae36155ce1008144908ee7fc2164e33aa96a414bec4ce09bdb41a7060e6cee2f07ba5d64b036d5d842bd948c6d2607dc34b101a24f20a21c4b0c1fb21fcef
0.0,symp__other__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __[Insert text from Other] - Today","[nan, 'Today']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,f84ae650699f78edc0a59bc90e0ccd9fe1041606ead76452835fa84835e8e118ff68609175eb1427548cd415ef753f2eac8f860b05bf1326e8187a5d695e4a0a
0.0,symp__other__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __[Insert text from Other] - Yesterday","[nan, 'Yesterday']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,867bfeadcd416d0ba7a35a87d8fdabcc1fb9ef138b2e44aa5b0ec5786d273f76bbacbc979740c5e67a26d4377cbefb56c8e68457f98f9073b6e32602d690df51
0.0,symp__other__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __[Insert text from Other] - 2 days ago","[nan, '2 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,1b166c0a5368a72d26fb501a52c132ad47cd6f0750791fc779deafddbc07764af8f45e4e3446667e5aae57f688541cf98af7428f7ca8d4a02b4569d146aad04c
0.0,symp__other__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __[Insert text from Other] - 3 days ago","[nan, '3 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,85774bacb2cefbc28fd4a4f04139d54af026ea8138dbcaa7166cfe8eb5ea19cdda92efed84d9d1e4d6ccf9b128393c089c02d2171c26ce9265be47715e79e68d
0.0,symp__other__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __[Insert text from Other] - 4 days ago","[nan, '4 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,201b6ccd27e77a4adc9084f0880016930a1bd7c2b788ff98b595c16c1b807f04ded9ec1ff1cb67576d9ee0e9bd65df4844c1626a7a0ac3d08d4b5d2056155f51
0.0,symp__other__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __[Insert text from Other] - 5 days ago","[nan, '5 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,93d67a63c296b62c5b3f149351b9f7b34abab9c6c0a5224869cf6cba9fb587375724ab7a34ba7fa0b5c7828be6203c2eee747c07ab8e2eae443fd4016900f91f
0.0,symp__other__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __[Insert text from Other] - 6 days ago","[nan, '6 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,fce00df49cddff4b58fbcdd6dd31b51cac252c35bbd3334e62f231369867d4096d92e05b979aefb526000c97cf1413c6da14cb03a004c70607832184b3318aff
0.0,symp__worst_day,string,"Thinking about your flu-like symptoms over the last 7 days, on what day did you feel the worst?__Response","['5 days ago', '2 days ago', '3 days ago', 'Today', '4 days ago', '6 days ago', 'Yesterday', nan]",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,649b3d5bcfd737ec5c1c81c8c49b080da25963ac0f952277b05dc615004020cb76916cf20c62bae20c42bd9d2930adfde1e54c6195eee9b26c99bdec5755d441
0.0,sought_attention,string,Did you seek medical attention from a healthcare provider at a clinic or urgent care facility for this flu or flu-like illness?__Response,"['Yes', 'No', nan]",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,989a3fb5941de6094701de2401fec650ac3c2344d51577243a04ed616f2e4c590992aa583cdeb225d2ff1ce6cc644877bc85c3b1c6302220ca8cc6dc1c9dfeb7
0.0,sought_attention__location,string,Where did you seek care from a healthcare provider?__Response,"['Primary care clinic (e.g. family medicine, internal medicine)', nan, 'Urgent care facility', 'Emergency room (ER)', 'Ear, nose, and throat (otolaryngology) clinic', 'Other (please specify)', 'Infectious disease clinic']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,c088a89b95853e97973cee6c48ef49d1ec8454f988e98c3f86f7d325511f2ffd105b7ce5ef6a7ca02a02dcef00c13660922a312212cc6142aee394ed611f1a82
0.0,sought_attention__location__other,string,Where did you seek care from a healthcare provider?__Other (please specify),[],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,3435d615480a0e7dbbb5681758e7d9c93a6c8d90aefd703dfec070ef151c50f4c220ee6186d80aed10871cc7fd7a263f635563e3471fc6d9c5a42c0b9550ee0c
0.0,diagnosis_flu,string,Did the healthcare provider diagnose you as having the flu?__Response,"['No', nan, ""I don't know / I can't remember"", 'Yes']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,b7c6afc4b00750c3e640e575bc5a3e02ac827b88586d2a24fa2ac4136525ba39c0fb43ef6047ff5a9e5dd13e76a670351afa361a63e360339360a6ea2e0fde78
0.0,diagnosis__none,string,Did the healthcare provider perform any of the following tests? Select all that apply.__None of the above,"[nan, 'Nasal swab', 'None of the above']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,2316be37e1540fe9346e8399cf0fab534e187aea006b193f70e7af43b340a6fa90475b626e8fb51fcf3bbb6086a4c9b38cb5d70f58cb921f27c20d43d9501d0f
0.0,diagnosis__throat_swab,string,Did the healthcare provider perform any of the following tests? Select all that apply.__Throat swab,"[nan, 'Throat swab']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,8066f4f13a0894e1666290e0cd5c1cd0d7e2170dfdc9c90d32a0dffa6b32e9395df6f75228ce815d95a0616575de7a68d01eeaaaa88a308c03f04fefece843d1
0.0,diagnosis__symp,string,Did the healthcare provider perform any of the following tests? Select all that apply.__Symptoms only (no lab test),"[nan, 'Symptoms only (no lab test)']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,a8529176c6b586c41b82cf1f70e26a85919d8fd943dac4a9506b9e67f5cdc296d17b20f6a019e7053f7ef4b78b58a216d08f19b7cbc351a7d59362d7c59f5f1e
0.0,diagnosis__nasal_swab,string,Did the healthcare provider perform any of the following tests? Select all that apply.__Nasal swab,"[nan, 'I don’t know / I can’t remember', 'Nasal swab']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,26cab9fb99af47752a0fa6c787ebf1aa32004df5bc39b1c40d575fe15a4d6bbfbbef50ef2810a3e44c423e3808a44d0205617bfc92fe7bbb29944c638ccbdac4
0.0,diagnosis__other,string,Did the healthcare provider perform any of the following tests? Select all that apply.__Other (please specify),[],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,febe55fadeb4d09ec03405719fdbf16ce35fe62a74f8384f492aed8bd69019d0409315501786f521bf959c216190f118d602e15f735a6a18a3d32b12333aa2cf
0.0,hospitalized,string,"Were you hospitalized as a consequence of this flu or flu-like illness?Hospitalization is when you leave the emergency room (ER) and are admitted to the inpatient hospital based on a doctor’s order. Even if you stayed overnight in the ER, this is not considered a hospitalization.__Response","['No', nan, 'Yes']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,9a6f3880d225b65cb0eaec3addf8362b5944dd84d288f4b66579105dd9c8d3eb2618fc510afd0b4e700f41e67b1996851ada558e66b7b0702a4fc74abbc7c197
0.0,medication__ili,string,Did a healthcare provider prescribe any medications to treat or manage your current symptoms?__Response,"['Yes', nan, 'No', 'I don’t know / I can’t remember']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,d4b558b719f695821255411a314ba1c9787251b0f1c12c6d1812fdbe95ee4ef8c10cd0a9263a77e729c246b76dd96650486e7b406601c921ba12ebd3aae4aa6a
0.0,medication__xofluza,string,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply.__Xofluza (baloxavir marboxil),"[nan, 'Xofluza (baloxavir marboxil)']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,22ecc943de638ebb4078482fef77fde7094a4851307b813a7ce2117df9e0d5a101575f692384eef41ca52b0a896bf1361baa1265b23323618a81eb389611f5c5
0.0,medication__tamiflu,string,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply.__Tamiflu (oseltamivir),"[nan, 'Tamiflu (oseltamivir)']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,31255cec06601d73944c2b57f501d01281e25a93e8ec4f1cb6213f48804daf8c52a03652b943c43b9dc191103f10aae2fd49a2369b3622f1f00b1ac929f54813
0.0,medication__relenza,string,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply.__Relenza (zanamivir),"[nan, 'Relenza (zanamivir)']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,a74f63da100e746d22def73dd3e06dd22c48899833cd87258e0a4d36e0a6c738ed31e005e6a73ca57e1a4566123be7a0ad0429bef65691337264110362b52bcf
0.0,medication__antibiotics,string,"Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply.__Antibiotics (Z-pak, amoxicillin, Augmentin, doxycycline)","['Antibiotics (Z-pak, amoxicillin, Augmentin, doxycycline)', nan]",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,d2db26f8a5888fc8312a0e5b41afdda17a39d1a5d02000f74f7d5aac55fa9cc5dc599cd5a03afcf451f70a9cf73a8671f740db3b75f675bfe43ab23c3f455710
0.0,medication__other,string,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply.__Other (please specify),[],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,59881ea4e16c7fc13ebf138c260b68b0049d6480bbafa71a43d712db667a93a31aa121d75ea5f19958a1040762d88b04d822e644dd0f933b87d20f1c16b265e3
0.0,medication__xofluza__first_dose,string,"When did you take your first dose of Xofluza (baloxavir marboxil)? If you have not taken your first dose of this medication, please skip to the next question.__Date",[],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,544b4bd1b8aebd3596d2d1068b519bfe76574dbfb679b3bb45964bf6a8e691e94a805c4ae7846599c7bf1679d5cbe39c8acbb1a3ff347f088c320e9a58aae215
0.0,medication__xofluza__missed_dose,string,Did you ever miss any doses or decide not to take Xofluza (baloxavir marboxil)?__Response,"[nan, 'I did not miss any doses of medication', 'I missed at least one dose of this medication', 'I did not take any doses of this medication', 'I don’t know / I can’t remember']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,c9a047523d79341b79cd0e01d502db2410a32c429863a8a396a83eccd94d18e57b04863652a0ffcf9416a79a896f54d6ee6bba66e69e5f69a08eb5a2c92d4b74
0.0,medication__tamiflu__first_dose,string,"When did you take your first dose of Tamiflu (oseltamivir)? If you have not taken your first dose of this medication, please skip to the next question.__Date",[],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,d9a2bbb0d158b118f39cc2dd6387dd210167b1d309e976c49bb1cafc7f33e69246e8000f29461416626b4c92ac196d29e6e6816a5861807766d997b644eaf89c
0.0,medication__tamiflu__missed_dose,string,Did you ever miss any doses or decide not to take Tamiflu (oseltamivir)?__Response,"[nan, 'I did not miss any doses of medication', 'I missed at least one dose of this medication', 'I did not take any doses of this medication', 'I don’t know / I can’t remember']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,94cf4425e8de82277ebb465790cc3d3987150c8e8f12d88e2460abb1731d76cded505ddd700564b85961f67ad75ec13c48e11d85ae0ae0496335ddfdf16d5fe1
0.0,medication__relenza__first_dose,string,"When did you take your first dose of Relenza (zanamivir)? If you have not taken your first dose of this medication, please skip to the next question.__Date",[],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,e958250e1b4613ea7132cc4fe24d39d0ff1f3eea1ee91318e37d2bc2014f91dde35ef1d4fa3afe7e2001be9beaf938525970adfc3a8e4b882caf3223ad9bb621
0.0,medication__relenza__missed_dose,string,Did you ever miss any doses or decide not to take Relenza (zanamivir)?__Response,"[nan, 'I did not take any doses of this medication', 'I did not miss any doses of medication', 'I missed at least one dose of this medication', 'I don’t know / I can’t remember']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,9f802d611970d20b7234bbdad16ede9e40e5a233825225caae43935bc001cca6d517852b0d6bc9081f86deffb25ac41fb28d0acfe63d083b4aa50fc253201ad4
0.0,medication__antibiotics__first_dose,string,"When did you take your first dose of Antibiotics (Z-pak, amoxicillin, Augmentin, doxycycline)? If you have not taken your first dose of this medication, please skip to the next question.__Date",[],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,9e3a38f66febdd2c9a1c6239b9b1b54b9398de51ae2426b23b382b7346ce4e0ecce1992489fad4dfbd3e0cf9b800441f6f0efeaf5ed1247984eb535d160ca1fc
0.0,medication__antibiotics__missed_dose,string,"Did you ever miss any doses or decide not to take Antibiotics (Z-pak, amoxicillin, Augmentin, doxycycline)?__Response","['I did not miss any doses of medication', nan, 'I did not take any doses of this medication', 'I missed at least one dose of this medication', 'I don’t know / I can’t remember']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,59936e237e0ca2fb044987428f8cd521f70225d3dfc24ed7ebd554e14ebc7441cc34959a3aa4014cef59e2d58fe67cf3db19b4c908e1b62bf16a911c049b249d
0.0,medication__other__first_dose,string,"When did you take your first dose of the other medication (not previously listed)? If you have not taken your first dose of this medication, please skip to the next question.__Date",[],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,95a386af527c9cd8c7295f3df73f808fffa16421918d709d84c42a8342675a6247d931a63a8b3fd6b5e7a1f742b9ba72c5e420b5b8596c4281c60cf10b33da94
0.0,medication__other__missed_dose,string,Did you ever miss any doses or decide not to take the other medication (not previously listed)?__Response,"[nan, 'I did not miss any doses of medication', 'I don’t know / I can’t remember', 'I missed at least one dose of this medication', 'I did not take any doses of this medication']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,8795ae5b6b799a9b13e7e260866c65f063a2efe5a350556669484e74c2e6caa7705c31791b5916455b42e5a89ff3e3d0e316eb945c0bd025e3a7e2fd04fec0b3
0.0,medication__otc__flu,string,Did you take any over-the-counter (non-prescription) medications to treat or manage your current symptoms in the past 7 days?__Response,"['No', 'Yes', ""I don't know / I can't remember"", nan]",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,a7f4b833cb9ee37b2c9421a34b9d38a11d796cdfc0f47e146b31626e69b268fc74271665610dbb518ca6f047fcc714708e14528e3347120849580a1dcb19aff9
