datatype,variable_name,description,value_constraints,source_file,source_directory,Digest (variable_name|source_file|source_directory)
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | Yesterday","[""""yesterday""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,f78205e626e17f6a6304517f64a5db19d6880068fd1c1e19356bfd417f0801c434d7df3dcdbaca2985541025a8ad327bb433ca88f31b28a3d9c1a43ab4a8803b
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 2 days ago","[""""2_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,51ae959d4f509fd67f5bbd8c7800eecfa32de1369f19023d2ef47a24557ef91efa3b1e08d2dec78f6ee7df49325e388165bd8e95cb0a30d27a6afa6a0aa3daa7
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 3 days ago","[""""3_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,98b2885e7e8235b71b85db7d3fb1d0dce0fbaff04a8904957c4db583f99de76bc577c85f6b4230928add6e25eb047949686bdf976f26825bd121954cecdb6683
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 4 days ago","[""""4_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,191cbaf2c69ca7d92630612be943b0f412a1e496f4dc0357b943d00a30239acef08f461573f8d96d73a27addb41264f199844a25907d6dc733e72cdcae8f661d
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 5 days ago","[""""5_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,3d2a170d606ceee85eaa99b4d5eca8a880d84585f43ca6a9b00ffff90436e6e64f7f96ff6dbc32952f6d2da135fd9f3dc1e21e2f4c7cb35d79d0b186449872e8
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 6 days ago","[""""6_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,adffde70cb47d95c34054a46978b95a5316b41dc477873d1baaa10255d6f5fa08c63390e08cc3dd12d1cbe7a49a59723de37f2fb9de273b943c4f94c4fadf1eb
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__cough__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Cough | Today","[""""today""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,d2bc8f6d73a91c5f3c5d11c25b0d3627ceb3dbe6d12f8d0074c0fd9fea67a72560d0606ac626cbf872a20fb43e3d986e69a2d0d496839eed6a53d58b8a4e935b
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__cough__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Cough | Yesterday","[""""yesterday""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,00e0e8206d1e11be320e363d1202b460e61c553c720d2c4984d47df30c373b50a280c61440a17a4fb40cba6b59e391694e5fa35a7024659170f1a2f44820a287
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__cough__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Cough | 2 days ago","[""""2_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,5c000b630ff763228d10bc5a5a698d665cfb93c976e7051b32b58acbd4fe64d3e476c4cb621a001b8108e125c735135e70c4d0616bb9ee447e19fbfea7b87345
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__cough__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Cough | 3 days ago","[""""3_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,307c66b410dec89c1381ecec8820ffb54b40f7b0367f9ccda29175e9c2d7ea4e2966af381f2a425a503d34e6c9d27d54b0ae1fe424eb7543c649521c0a56fe00
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__cough__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Cough | 4 days ago","[""""4_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,545194531132741c9106b1c8608f89c1ecc3ad203046d02582379387f198f16be60614b9c30f3811db2d84419cde2cc6315d5270e539edb564bfa0d1ea0ebf5f
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__cough__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Cough | 5 days ago","[""""5_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,6db2a76fe6aa200502e07ea06e05a1cf38ce276ac4b435e691f7530bbd94765a398c643ac73b904435dfb12ea417b3e23dc4671263b82198931822171476edd5
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__cough__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Cough | 6 days ago","[""""6_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,b842b5ec300504ea18a610413d2e1ef90bb17393ff79d3aac4e23c24a82ac840eea4eec6d5ab60639bd148b832cfb6e444db9ef9741e7eb4e24d440b92f40691
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__sore_throat__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sore throat | Today","[""""today""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,67bd0e54c46b0b7cec3f57de4591e73ac4ede8dd81fc63c1a015a992bd2626d4f3421b87f42bb396b1b9b6c1c0faf0ec98e3f0de7667440be81953ea472c4485
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__sore_throat__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sore throat | Yesterday","[""""yesterday""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,447da462168651cf64c71494c74c3301a0b0006c8ce043b4111b2722d4c1313cc9885de6a0b50c5f9f59ee5b19374b972d335cd3aa1799c78ee0299bc03f15ae
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__sore_throat__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sore throat | 2 days ago","[""""2_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,2acd957fcbbd8248e8e81f2a3dab8011d29b2872818dbc79be111526f9c4e08e973a3aaf4e27813679bc9ace80117da5496412507d83d345b9defee1126712e3
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__sore_throat__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sore throat | 3 days ago","[""""3_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,adf0450c1d5ab7e33f09fd448e840929195c0d7903db83b95c7eb40664ae447dadcbb162a7c83f6fa9ae9f04466a4c3cd27ee53d37d3ea23252c1c33adbc828a
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__sore_throat__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sore throat | 4 days ago","[""""4_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,bd7289fc597ad5a3c341582033cc0894d6feec9fddaf0e84214ad87ee270a313603abfcf5388fdb5fa41566496470d8b125c25be513cd0830639accb2c7cb61c
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__sore_throat__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sore throat | 5 days ago","[""""5_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,2cda90108493b79733dfbd452f931f6a08872b3e98099c57c2af2a46458a88edb83795efbf1abd6b417ee8fd7e56d2794df0f71335864c15a607420f1422b82f
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__sore_throat__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sore throat | 6 days ago","[""""6_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,6f2281b01cb0317cba5e1b519ccd4f2b71c6f45a08e9fb74cec5abd976f8af30fe462c975a33ff3c5088c185f917baa2aaa26ed4a7d9ea79f22d596413d9be50
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__muscle_or_body_aches__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches | Today","[""""today""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,a7b96bb59910254a930f23bb09b5f8554c5aaa46d39132da3f7431f3b3760842cf1d9c8dd706408ad91a20fbc44aa9d21f0d84ba5222f27a3d1607a57c9e6a60
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__muscle_or_body_aches__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches | Yesterday","[""""yesterday""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,f9245a59f5ea81438a7fbc87c28c240be0c8afa4dd7e78e7e1b9431db2e92967c8c055309a1de08be8b689af4279b1d66fb019e077444d2e2f57ced8b1641523
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__muscle_or_body_aches__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches | 2 days ago","[""""2_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,f761300da6116e0cea5d7920f2d58f7c31ac96f6ebfb613c1fa771222c2b8da1980eeadfaad96ff2db047d748c8221f2ca9251bf465291d212803ed22b2028df
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__muscle_or_body_aches__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches | 3 days ago","[""""3_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,09fe55fec9cfac3c45d583aa431c7cc8f3d4ff189ee1407f822240b8454a073c8f13411969777d0729f8262f2557c7fdb164a7433a2d021b871be9d505a7f16e
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__muscle_or_body_aches__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches | 4 days ago","[""""4_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,8cc726df245cea276158a4fad1d244f46735fba623aabee97481d5267d01b2157bfda17ee75d9eb28df96572f3985fbace7d54a010773e1d3009f9fe5ac3dc60
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__muscle_or_body_aches__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches | 5 days ago","[""""5_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,791a727b332937931b883b76ed1768106b8ee2c773a3be926cb30b4a6cb7841eb93ac7bcfc1d85d2dd12a7b4b5ba9d550cafdcfaa1cccc81447670681b77a5ac
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__muscle_or_body_aches__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches | 6 days ago","[""""6_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,c4cf1a7674f6a82a32a5bcec48b5f9d146aedf35555c7340c973497f44227f4185fcd03dd08ed7e37afef5b3fe3f55211697956aa8167ee17b337ef173a3746d
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | Today","[""""today""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,6ab4e2391b7e1b45b9ba9eaad4829a5e0b5963dff61109a9b54961ff5b667868844b96dbb6c46ca42922ae9c4c71e10bfe5281c8d98d23c4a648bdf7982cc467
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | Yesterday","[""""yesterday""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,3914ae4cf2e72be85efeda1855fb5a1d0e9e7637d228c5b0e26f895803424c0a688a8fea8d6977ea8ee87bbb453fa44b89a034f26d044391d3b09bbdfd751ac3
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | 2 days ago","[""""2_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,4b570d202c02beddf064dc07d364989ea35f1b520fc05a18690e4469f2727d5e64e75a3633c4089efb065eccc1833f62c5306d4f86de5fb4cf2af44a80a00909
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | 3 days ago","[""""3_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,7a368e15802435c55a0d54b66f150a39d693508df13da086c9e0825e8ba69f1cf62a088cf5f85a2877f3f408d422bf7a33971922875c8fffe65f68c50f9c98a7
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | 4 days ago","[""""4_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,8982f5f57fbf4af18ded4b1ac8c4e29d08a6e6b4044a7fb28ddab79e1bb463f5d3b59a198c392a2476ce3c0d7403cfe415127a42713b2fac84d71f0727970200
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | 5 days ago","[""""5_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,00efe47a13c2f9ccf3a89540c047bd26a41f1b7031539b61c2b95a88a15c920fe72c76e243bff14b488b99f930343f8e403b0f00b0330a191569d60e3c0c7626
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fatigue_feeling_weak_or_tired__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired) | 6 days ago","[""""6_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,e487b8c0be78e1f1ef3ffe0607e9846ab4043d1e8e0cd34249ec53afca31c700e14287a088beb2ba26840bdcc63960c6e87630cc04233d84b3c99381d470eed1
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | Today","[""""today""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,0ecd34e182b047f09f8f9914cb1fe0b7c971458051980a865602be029ccbc3bb1ff47b590e037570daf4c701abad6653980eb7b3ef354b8f009acb38bc07bf87
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | Yesterday","[""""yesterday""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,a51fe1bc4e325a154445582b8376e86eb5b3d8bf0e7fc078a26d017a2a8e3bbd3700dac11fa471fb4bffc75357f01f76ea760accfa01af7090be4c7078b80b87
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 2 days ago","[""""2_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,21204f35a51fc0a4e640b2d7f23d7b5e1d6dfd6c88a005187cdbb0c3c178df45e52554da758c6d5634bbb66731738331b4b840675c353144bdb3cca06b150585
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 3 days ago","[""""3_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,25e57e2b992c1905cc942157881ea5b62041e5392f9e0706b032a5bdc3d10abc1378cf72b6ed596ed4ad69d3a6bba93510603b0df766393c86a7074a63167695
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 4 days ago","[""""4_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,025e190696b5a4929af3c9aa87b03fa0d971d7b8110ab7d86b2ed32e40c6279b9eeef7b8eafbfe51eaf0c884d0b585299f1d42569fa2ecfbaa12b00b1416a878
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 5 days ago","[""""5_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,781b5968fe0ef9c39b3769be46c4d0ff62fa001fd588659cda38c7e809d7944f8ef0ddce566d77ea4f8a96a741cda5a1e8bbf889ac6a235ddf8c925bef52cb12
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 6 days ago","[""""6_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,d946c348c400e5817b81a9d0c0211a5fb6591cf00fc5d25920498e30cbb6248025e25432d4146a1bacededb96d33f141859d60e6f53c6197a801260cb39e74f8
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose | Today","[""""today""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,2b34a201c648efe46c91ad462303a2d935348f99dae8a597b169dced86c85bcf03895bd218e8cee78aa4dbc129f8d529d86e84dfc927ee7d31cfb3125bf96ba6
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose | Yesterday","[""""yesterday""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,cb403e5d3fd4e3c5053ec1e05834eb03deab72a536e522f442b2030bc3db5e33534ce08e941e9e632b24e2dc5084c6f74baba3296b30be02085d37600feede23
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose | 2 days ago","[""""2_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,14104a126fdb5b860f8e846277bd0a4bd51c0e868a78e7caab8dffb07bbb2ae833787fa80fe5c1619a7b877647d074f73a3c0e2c8e48efdb25a348e4d5af7dff
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose | 3 days ago","[""""3_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,ef40f273aef5f28f44c277449e921ad2e94a4e336eb3dbd3720ca694936f85f2a0d87ceb4c581a7545a71e4481d26df5b2ec3889d4358c9cf41517418e6dd48f
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose | 4 days ago","[""""4_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,d691d80541e518b351a01ad2e78276946854241ef9c8435fc4b01ca28d9ed6f59d38de4cd17b1e2ae268049cc68c8b0dcb94511e8e6f8e1d9f2c2bc90b2d8c04
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose | 5 days ago","[""""5_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,d6b4335e60ebd42e822f52f6aeaa6512f8c02eaf2da1b4bfef4cbbf42b8d00fa3c6492d5260cb00cc0e84e4b2680041b02ddfb8ef602adb0ecbcc3295554a016
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose | 6 days ago","[""""6_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,da606432d899a06e8f2fb833a684bd7bca505c432c27516c2f0e7c7b5e0cecac2bb4ce53efd75595f8e0d00cf79b0406722ec93698546de67812c5709836636e
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__sneezing__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sneezing | Today","[""""today""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,f71e8f640f2bc0f6da17ee94f3c3f2ee958415ca944eb6146a1ba086c6135c573008ea8069c738d1fd39b76ae34e37062136a54075cd8b33b473f7e691a53acf
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__sneezing__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sneezing | Yesterday","[""""yesterday""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,b31b17bf3e22f7a54f441fea233645bb79e935453c6f90f5bf32913b7d6cc6c23374eeba9e93e62c9615255d4a76e42a30a2bd522a5bf4366c574b8a2869875b
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__sneezing__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sneezing | 2 days ago","[""""2_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,4b3a26e1eb1f783b8b05018b9ed6f55584cf232108dfa953bb97e01a01d0b12c3ec0f4ae70836d9102e7bd49191cb8a76247c61222cf0fd61894edf275c97345
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__sneezing__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sneezing | 3 days ago","[""""3_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,4589c6420e11ff621e150b4ccc37ae1966a97c268c43d24f4503f7e797891fd345a843e7b1541b93c2f2a4a763b33fbd9b381768ac6a0dfd261735966384618b
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__sneezing__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sneezing | 4 days ago","[""""4_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,b875d103b248ff9df154f5f47284c82fa45ef2c64526147aacbfd4dd299c412c61439a2b2e53a306e1686be561add081e04f9ac248b212443c5c35575235acf4
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__sneezing__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sneezing | 5 days ago","[""""5_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,387301d66ba7c17de3c828dc47c37e887ce2f2192feb0085c38fa374f28eb7f1e2491e108e908e8ac4eeba9d17becff23c62896535c43b8facc8136561d09a70
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__sneezing__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sneezing | 6 days ago","[""""6_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,9a811f134b269a652985d4bbe67abe372fbc821623b98e5f5a41e76d5fdbcb4903f9ac30eab23957df979c44e9b680a5fc98a9039650bee5ff294d3f4367970d
