datatype,variable_name,description,value_constraints,source_file,source_directory,Digest (variable_name|source_file|source_directory)
text,which_of_the_following_best_describes_your_current_relationship_status__divorced,"Which of the following best describes your current relationship status? Please select all that apply.<span style=""""line-height: 0px;""""></span> | Divorced","[""""divorced""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,5fd627de24ab724788845d24dcb34e539be79f7e518613e0a6f4522dcaa3fcf70ab84e05972135c7de88b0b6b6b926ca56754ddd2045a397acde7be10034ea44
text,which_of_the_following_best_describes_your_current_relationship_status__in_a_committed_partnership_or_living_with_partners,"Which of the following best describes your current relationship status? Please select all that apply.<span style=""""line-height: 0px;""""></span> | In a committed partnership or living with partner(s)","[""""in_a_committed_partnership_or_living_with_partners""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,c658fecb41822f32c0b2884996b1abfe2367f839bd801a59a69365778343b6f0915b181ad273cec97b40fad2fb730ed2eaae3b9262ba120faf37cca13107019c
text,which_of_the_following_best_describes_your_current_relationship_status__married_in_a_domestic_partnership_or_civil_union,"Which of the following best describes your current relationship status? Please select all that apply.<span style=""""line-height: 0px;""""></span> | Married / in a domestic partnership or civil union","[""""married_in_a_domestic_partnership_or_civil_union""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,204b34c202f550aff951deead144043c3483180713db6b90537906d4909c7ea7ccb28727c40727e5d737f59eee3b37ac46b5ea4f5676b882a2d53de7d3a3c96a
text,which_of_the_following_best_describes_your_current_relationship_status__separated,"Which of the following best describes your current relationship status? Please select all that apply.<span style=""""line-height: 0px;""""></span> | Separated","[""""separated""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,51e82048c235e2d49ca7d120906c39c25a842e23c5bb2d3cf75183db03a8d86f93fba84024cd25284ed2bf6442669ab59e6978eeb31806c24a8277b97290d856
text,which_of_the_following_best_describes_your_current_relationship_status__single,"Which of the following best describes your current relationship status? Please select all that apply.<span style=""""line-height: 0px;""""></span> | Single","[""""single""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,a86f260dc2a047b13f0b768eed364fa236e8c6c58184ef6801813313f5a2d018ce1b370743377117e212d5340bc34dc39e0bce8461ead8f3faa4200a72c702a9
text,which_of_the_following_best_describes_your_current_relationship_status__widowed,"Which of the following best describes your current relationship status? Please select all that apply.<span style=""""line-height: 0px;""""></span> | Widowed","[""""widowed""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,ce40e020fd8aa1033e9e7e98f3e3a39bdf9f269eedbfa601a3423c8799a8ffcbf51c9b1c608130a82a9a073d07e7838d6eae679e9ba1f77848db736ee81c51bf
text,what_is_the_zip_code_where_you_live_most_of_the_time_if_you_are_currently_staying_in_a_different_location_for_an_extended_period_of_time,"What is the zip code where you live most of the time?<em> If you are currently staying in a different location for an extended period of time, please enter your current zip code.</em>"," ",survey__baseline_survey_origcopy.csv,RADx-DHT,165bbb4d49cf360073f95cb9d871033df6c25c7e9c150ea9ba18793aedc5c521bf76bdbc3ca021aec6681836968aad024763a573ef76dd29677a1335628ec9fa
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__no_i_have_not_been_diagnosed_with_any_of_the_above_health_conditions,"Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | No, I have <strong><span style=""text-decoration: underline;"">not</span></strong> been diagnosed with any of the above health conditions","[""""no_i_have_not_been_diagnosed_with_any_of_the_above_health_conditions""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,4eb68f72df97bb770b82772dcbdcec5b1fe2e47dc70849e589803b9b5b6a3eb4a45d0b4e929d0d437a123ddd6472695e25e702b9f42324c9f8609a88096bc511
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__asthma,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Asthma,"[""""asthma""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,c5f3b8fc2f793627e03b6809e8fa554e1066b2865ef39c4f3f73bbe3ce6f262b4906d6d4a4fc6f5e0f355f12b5bddb6541d6e1ebbecf380f673f3d07d46e85a6
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__atrial_fibrillation_afib,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Atrial fibrillation (Afib),"[""""atrial_fibrillation_afib""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,9263f78c9b57688e2a0097cf045a1ad790ddf18620f9845230f1363b9a269de08bbf80d73737ea1f24aaa08856df5aa0243e95eea1fb1e981cdf6baac914132c
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__cancer,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Cancer,"[""""cancer""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,f453cef1d3f1709a57108dedf32880a577cf5153415451bb9ed69d3163c8d29e8782b08eed2895f3f33c6a08714cb7f44e4ffd0bb60dc79f410b3fb91b5dcd34
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__cardiovascular_disease_cvd,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Cardiovascular disease (CVD),"[""""cardiovascular_disease_cvd""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,9e32e8a98df6bb5e77deda1749219e71eeee3ba7eb11736d78db5af918fe496573289558760c436670837740a2a4876a507018ea2f89066d215ba0b4d1b71772
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__chronic_kidney_disease_ckd,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Chronic kidney disease (CKD),"[""""chronic_kidney_disease_ckd""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,2b5a430de5a7eeac7ed2e5e5d1b81cba7c49a2c3c93690028a3b8f9011593923a776adda76d5157dd175e2fe4ef45b65dddf35d8b841035a66e53161435e1123
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__chronic_lung_disease,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Chronic lung disease,"[""""chronic_lung_disease""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,c1a2b230810067654b229a572c8f9e5bb1b4958fcb5e4e30e2a75ed9cbf25ba5cdf861f5cbd2bfa05df54a8ed98638fbc7dfa1775994417842a7f347e3055968
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__chronic_obstructive_pulmonary_disease_copd,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Chronic obstructive pulmonary disease (COPD),"[""""chronic_obstructive_pulmonary_disease_copd""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,1fe40f63709ffaa310646513d8c73e850abbdd49998c9534280184566435b30b4250a6b6df28109373d653c9d113fbd93539c71c9e4e49868a3b3318798070e3
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__coronary_artery_disease,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Coronary artery disease,"[""""coronary_artery_disease""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,aeaa4570e70e6a7695f6a65cbd03c7d2dc8259192411073f78376de4b83bd089a69f80af39898bdb936dd69f575901847ef128bb15d4ccd0c82ddb138d3c8acd
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__depression,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Depression,"[""""depression""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,a34a31da70a994acb11b90cd0720b54949ebf4922d9ef485bcdca0f7e64622693b7794b9ecb993bb90fa2bf673c3cf9f3c5c5f519bc0a4f41d9309dcaff15772
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__diabetes_type_1,"Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Diabetes, Type 1","[""""diabetes_type_1""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,e8f06c41d4f2470388ee4afba31a83bfccc93e3bbbbe8ff93fc73608d91897e3d8f1c764921c0b1c8bb55e726f6c04cb2331a6d52010e447dca17cf3c3cdcc6c
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__diabetes_type_2,"Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Diabetes, Type 2","[""""diabetes_type_2""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,d287c790ed6139d6553ca8e3cc4a3a0e1360364025771d5136568786bda2f7642843741255d62c4d4d03f01a394c65f377710ab724c4eac020bf7d7b8c9463f2
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__emphysema,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Emphysema,"[""""emphysema""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,1d182f20da1d2ea6517b0b92307d138b225f27aa44ae85685e09e8545ab90ea9d64d5c202eb310a55ec2cbe4360e6cd599347f881346ed2dc47b6c246ad58707
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__heart_failure,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Heart failure,"[""""heart_failure""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,c4271dac9ad09848fe04d834638315c04106817bea4332f1c3fcf5321dd42ea18624de0ac85ebbea281639566c6d5089a91a0d0e890ec9443cf357bf557e6030
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__high_cholesterol,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | High cholesterol,"[""""high_cholesterol""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,ac3d49d405b67598d89ed0be84c62b3471c0a65a141016a94441795a046c1eb4e6dda8e07a0842bf284c4ad9dad766030a2a6c35ac63ddc094d51ec97cdc1f52
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__high_blood_pressure_also_called_hypertension_htn,"Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | High blood pressure, also called hypertension (HTN)","[""""high_blood_pressure_also_called_hypertension_htn""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,748597775dfd3f4bd6b9b44dfbcdf68994323cffbefc8c0d8314252faa88caa004da499b38599eaaab6c2278e19d0bc3347066576a4eef94af32e10ce563b56a
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__no_i_have_not_been_diagnosed_with_any_of_the_above_health_conditions,"Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | No, I have <span style=""text-decoration: underline;""><strong>not</strong></span> been diagnosed with any of the above health conditions","[""""no_i_have_not_been_diagnosed_with_any_of_the_above_health_conditions""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,71389bee2146ff533e1f92a37d1f82846a6aafe4b3e6a9b408b0a3984a5c729ff3d691be7b533403634eca57abef618fb80404ce7fd55613f2326c6698ad510d
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__hiv_or_aids,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | HIV or AIDS,"[""""hiv_or_aids""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,0e8b8d0a54468192dccff26c1b82d08839a2b5f3a3523750ced32df7b70924d38d56437f42cd35b7d6c262d772e5f93b2ff2ddfe6dbc19ad1d0d0a6d188e41d0
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__immuno_compromise,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Immuno-compromise,"[""""immuno_compromise""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,12bf79c57448cc44d8d17c12e745e7f7c1fe012376e6448efdde7bac2ef971f1ff4dd126812effaf1f80d5897317e83910c2273711116aff1272d6992ddcda5f
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__inflammatory_bowel_disease_for_example_crohn_s_disease_ulcerative_colitis_etc_,"Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Inflammatory bowel disease (for example, Crohn?s disease, Ulcerative colitis, etc.)","[""""inflammatory_bowel_disease_for_example_crohn_s_disease_ulcerative_colitis_etc_""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,aab0e86273e7a044158fac5c3a9a32bbb301c4a79af7cca0dfef094851bf90da6c54f304b716a0e966da591475197703f088f69f2bfca4a140cab03b3f449604
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__liver_disease_for_example_cirrhosis_hepatitis_b_hepatitis_c,"Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Liver disease (for example, cirrhosis, hepatitis B, hepatitis C)","[""""liver_disease_for_example_cirrhosis_hepatitis_b_hepatitis_c""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,2fb5436710ff0bfabba9804495fa36101251c6f30a65ef8a5e828173e91d62005f7b34acb108d160a908f8704e9df6d668666c40bfd3168bd8b28e6c475ebccc
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__lupus_systemic_lupus_erythematosus,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Lupus (systemic lupus erythematosus),"[""""lupus_systemic_lupus_erythematosus""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,e0a054c8d5a6636f2dcc3dc88733d42c349bb47e123a4a578cee0154f86915675a54457fffdf4f31c40cd6ff3bbe86c3a4a3fb95c82c8941f2ecf75bcd84629a
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__neurological_conditions_for_example_epilepsy,"Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Neurological conditions (for example, epilepsy)","[""""neurological_conditions_for_example_epilepsy""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,2d79d9da3673325e2baeee73cc8649ba95a9baa642ae778dac24ea6d1eb9f2dda9ad6581794e60e3ba94d23bb06ee59dea62e74c96d66dc06a541e711b3359f7
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__psoriasis,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Psoriasis,"[""""psoriasis""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,c72c5e222e29ef494928b1b0600fe60af596cfb78d6705215255fb0b94d972a62f6d95de6573952579eae768f0e30335b72449ad7722ea44b3dd955096e2f8b4
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__rheumatoid_arthritis,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Rheumatoid arthritis,"[""""rheumatoid_arthritis""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,bd31d807b4a72de933c1f3bdb8e9e10c9ff29887eea23622177c7aa034c25e8e8abbf5aca300aa39e4ad9b7c8b85c57b4309d0b15556232dc36444d4d76b560f
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__sickle_cell_disease,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Sickle cell disease,"[""""sickle_cell_disease""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,d15115b1c222b1f5e376e7b872a8a9142a9580af862d32974bdfe70a68d2427f55aee48408c5095b661ad7c7dbb016d995185456a11cf87a8aba68acb6751b81
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__substance_use_disorder_or_dependence_such_as_addiction_to_drugs_or_alcohol,"Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Substance use disorder or dependence, such as addiction to drugs or alcohol","[""""substance_use_disorder_or_dependence_such_as_addiction_to_drugs_or_alcohol""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,4ba9a25f0c4f8df30cc61b0ff2ef78d316dc389140136533b90dd98b4daea7b840789800bc18601b81d3d8d7a6fa1dbed1d1bf9058c5b056f193a816e1ed218c
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__a_mental_health_condition_not_already_listed,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | A mental health condition not already listed,"[""""a_mental_health_condition_not_already_listed""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,9c483ed29a820bca5b71d10608330820edd8fcb6f4083f5ed43198b09def394d946b2e4e327f945f0f797e788cdc267f7914c90bb3d60f20035b4795315c3a6a
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__other,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Other," ",survey__baseline_survey_origcopy.csv,RADx-DHT,d90d1ec0ba243b122d5a756c0f71372705ffa7e9b9109a791a77dd8bd9046b95aa473b05faec1e47fff1df2a30269e3b505e5f2caf13e38b4efd3cc2798f5394
text,are_you_currently_taking_any_medications_or_receiving_any_medical_treatments_that_could_reduce_or_lower_the_response_of_your_immune_system,"Are you currently taking any medications or receiving any medical treatments that could reduce or lower the response of your immune system? These medications and treatments can sometimes be called <em>immunosuppressants</em>.<br><br><br>These medications and treatments could be:<br><ul><li>chemotherapy or radiation</li><li>high dose steroids like prednisone or dexamethasone</li> <li>immunosuppressants or inhibitors like cyclosporine or tacrolimus</li> <li>biologic therapy like infliximab or remicade </ul>""","[""yes"",""no"",""i_don_t_remember_i_m_not_sure""]",survey__baseline_survey_origcopy.csv,RADx-DHT,d8061c1c2d5cdd35bb59622fb202826cf5ccab72c4332b2445c4bd8d0460b547e1f9a70edbadd208377eb8845c0f9858713400f84c6684de7768a73b7335ee81
text,how_often_do_you_have_a_drink_containing_alcohol,How often do you have a drink containing alcohol?,"[""never"",""monthly_or_less_than_2_to_4_times_a_month"",""2_to_3_times_a_week"",""4_or_more_times_a_week""]",survey__baseline_survey_origcopy.csv,RADx-DHT,0622f813b4eac5fdc0b2cb7d58e0f4ffc72ae0164608f1bb94de43be4c6fd82a1db0f5b65769831ecfdb1a87e01e46a421f056e9ac40d8d299e8cfd2c8ad6cdd
text,do_you_currently_smoke_cigarettes_or_vape,Do you currently smoke cigarettes or vape?,"[""yes"",""no_i_used_to_smoke_and_or_vape_but_i_stopped"",""no_i_have_never_smoked_or_vaped""]",survey__baseline_survey_origcopy.csv,RADx-DHT,30641e28e9a3a4b70f1767a553d0d6931e227e00d30a9fec800f825456955a92d2853758d088889fb11faa65d9a7bc173e5f107558ded0c05b0389bfaaa94673
text,how_often_do_you_smoke_cigarettes,How often do you smoke cigarettes?,"[""some_days"",""rarely"",""not_at_all"",""i_don_t_know"",""i_prefer_not_to_answer"",""every_day""]",survey__baseline_survey_origcopy.csv,RADx-DHT,a92653b9a7fd7d099dbbba675ee1ba07f3fbbb125d65c761298bb411c10daef205db0b7ac29f5cbbbaff8906e80258f81524f3396f00fe5b23b6b6e72eae86ea
text,how_often_do_you_use_electronic_cigarettes_or_vapes,How often do you use electronic cigarettes or vapes?,"[""not_at_all"",""every_day"",""some_days"",""rarely"",""i_don_t_know"",""i_prefer_not_to_answer""]",survey__baseline_survey_origcopy.csv,RADx-DHT,284bc775224a2ad101e15244580da8eef3910806e1523c180998dec4c5be708bbb2bf77a55be4d63740dcc73bc07b0379419b3eb7b1f858e584888e1a31813a7
text,on_average_how_many_cigarettes_per_day_do_you_smoke,"On average, how many cigarettes per day do you smoke?","[""1"",""7"",""10"",""11"",""22"",""27"",""31"",""5"",""6"",""8"",""9"",""12"",""13"",""15"",""16"",""17"",""18"",""19"",""23"",""24"",""25"",""29"",""30"",""32"",""33"",""34"",""37"",""40"",""2"",""3"",""4"",""14"",""20"",""21"",""26"",""28"",""35"",""36"",""39"",""38""]",survey__baseline_survey_origcopy.csv,RADx-DHT,9586f964d63d247e8143333da43ca86fc1993110b74032587c9ec206f7405d376a7a0607906ceffd89cf8741903179e419ba0baf2304bf6b9ef51d9b8bedeeed
text,do_you_have_a_disability_that_interferes_with_your_ability_to_carry_out_daily_activities,"Do you have a disability that interferes with your ability to carry out daily activities? Examples of daily activities include walking, climbing stairs, shopping, balancing a checkbook, bathing, or dressing.","[""i_prefer_not_to_answer"",""yes"",""no""]",survey__baseline_survey_origcopy.csv,RADx-DHT,58e10b2e1064fa12593bbde5edf97ebed13675ed96caf518c52cdb2ad5fd5174890371e9e367e989da0a7fd25544d97721b7b5f6d1d1688734c5a6ff0bfd25bb
text,would_you_say_your_health_in_general_is_select_one,Would you say your health in general is (select one):,"[""excellent"",""very_good"",""fair"",""i_prefer_not_to_answer"",""good"",""poor"",""i_don_t_know""]",survey__baseline_survey_origcopy.csv,RADx-DHT,dc80c4d5d1c67b0766b13953067947fbd39581f318650bb7295ba8c3a15fef140226102c063252cae1d14624e9d5a82e3614471bece6ac25eea2c299742a9d12
text,did_you_receive_the_flu_vaccine_often_called_the_flu_shot_this_flu_season_september_2020_to_today,Did you receive the flu vaccine (often called the flu shot) this flu season (September 2020 to today)?,"[""yes"",""no"",""i_don_t_know_can_t_remember""]",survey__baseline_survey_origcopy.csv,RADx-DHT,f82131fac8b1b5bcfdf59e6ddb2061f959df0323e0903af0ca31cc6595dfda248dfdc5cf72fd1637b90ac2dc5185b059137728529a2d1a64119b49d5e0ca47df
text,did_you_receive_the_flu_vaccine_last_flu_season_september_2019_march_2020,"Did you receive the flu vaccine <span style=""""text-decoration: underline;"""">last</span> flu season? (September 2019 - March 2020)","[""yes"",""i_don_t_remember"",""no""]",survey__baseline_survey_origcopy.csv,RADx-DHT,fb4afee7455902801bc2e41abfc1fbeaba99745e5d6bcd51ab40574a56c252a0a1d8c48f3c2379698e0012b2321e2db6c6fd507efb3af4e38fb6f9af866d1756
text,how_often_in_the_past_5_years_have_you_gotten_the_seasonal_flu_vaccine,How often in the past 5 years have you gotten the seasonal flu vaccine?,"[""2_most_years_but_not_all"",""3_once_or_twice"",""4_never"",""1_every_year""]",survey__baseline_survey_origcopy.csv,RADx-DHT,9d274b2f6fda6af2bfa776a067854364b859f502e0f04de5175677b2025d8fb3291c2af93ea5d49e3dd895908a7d08acc64183a23273fa82e0a1a98553f3c059
text,did_you_receive_a_covid_19_or_coronavirus_vaccine_recently,Did you receive a COVID-19 or coronavirus vaccine recently?,"[""no"",""i_don_t_know_can_t_remember"",""yes""]",survey__baseline_survey_origcopy.csv,RADx-DHT,74d45000d3965330276398a1784337df1be95154d535d2c5c3ab21deacf2de9df56f4d1302246320ae66b872f55e2ae208f34e332adddc6b8c4aab105853679e
text,when_did_you_receive_a_covid_19_or_coronavirus_vaccine__covid_19_vaccine_date,"When did you receive a COVID-19 or coronavirus vaccine?<br><em><br>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date"," ",survey__baseline_survey_origcopy.csv,RADx-DHT,80d3023ab8cc844204dc2f408afbcf15d9fe1c123c9ddd53c4661475222ec8a2990bb22f877f252be115086bff4d10b701fbc29e2b92d175d1ba97ea0b326d7e
text,have_you_experienced_flu_like_or_coronavirus_like_symptoms_in_the_past_7_days,"Have you experienced flu-like or coronavirus-like symptoms in the past 7 days (such as fever, chills, cough, shortness of breath, and/or headache)? <br><br><em>If you had flu-like or coronavirus-like symptoms in the past 7 days, but have recovered, please still answer YES.</em>","[""yes"",""no""]",survey__baseline_survey_origcopy.csv,RADx-DHT,8721fc3628ee7857bbb6f1daa2e58d3ddbb6045cb793ed9fc78ef68d52c5aa2d0cff93ab57b9e428413200f0a48932ed1ca0536534aa014961c6d51d78a4e229
text,when_did_you_first_begin_experiencing_flu_like_or_coronavirus_like_symptoms__date_of_first_symptom_experience,"When did you <em>first begin experiencing flu-like or coronavirus-like symptoms</em>? If you don?t recall the exact date, please provide the best estimate. | Date of First Symptom Experience"," ",survey__baseline_survey_origcopy.csv,RADx-DHT,5bf14a1ef9aa100f8f724cc0c0ce4a1d838f5f2fb4f1aaf18895dbaf710f466e2844101439200b52e6608b8c41e3b405946af5269d636c920483138f5bd22654
text,is_this_the_first_time_that_you_are_reporting_the_symptoms_of_this_specific_flu_like_or_coronavirus_like_illness_on_this_survey,Is this the first time that you are reporting the symptoms of this specific flu-like or coronavirus-like illness on this survey??,"[""yes_this_is_the_first_time_i_am_reporting_these_symptoms"",""no_i_have_reported_having_these_symptoms_on_one_of_these_flu_or_coronavirus_related_surveys_within_the_past_month"",""i_don_t_know_i_can_t_remember""]",survey__baseline_survey_origcopy.csv,RADx-DHT,1d2967c98ccf383ea4925768dbd6f88d03dd7f20b09845739c04cb9c9789de5e77120178136b245a9895d4bf26dd7058436af8af6a70c35ddf7a2836156c228c
text,as_of_today_do_you_feel_that_you_have_completely_recovered_from_your_illness,"As of today, do you feel that you have completely recovered from your illness?","[""no"",""yes""]",survey__baseline_survey_origcopy.csv,RADx-DHT,fe01a135afacca94f59af2d917bb11e22e063ff6cd652b8d5fc6a186230380d17dd8afbaf24e973a87ca46304ff33a6f8af1156cab99c143720af98cc53c0fb8
text,when_did_you_feel_you_were_completely_recovered_from_your_illness__date_recovered,"When did you feel you were completely recovered from your illness? If you don?t recall the exact date, please provide the best estimate. | Date Recovered"," ",survey__baseline_survey_origcopy.csv,RADx-DHT,96f30e292a9c729bdf48085a7d8d5b5d6e0a3cd533355c2e0a81c0143e3d602b3906be27768bd9ca8f6c43da2aa670dde9b2bd4fe56b82507bd4817e6124ba07
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__i_did_not_experience_any_flu_like_symptoms,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | I did not experience any flu-like symptoms","[""""i_did_not_experience_any_flu_like_symptoms""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,4121f2dcb8f108be1ef576b4102f03a0609641a007350b41ed13a939765c8e01d75935aa54314c0bfad0ede684272f8b4f91d0080ffc8e97a82c9cf3df8831a4
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__fever,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Fever","[""""fever""""]",survey__baseline_survey_origcopy.csv,RADx-DHT,b54e637dcb6d0eaf00f886879dd7e30d24c90a38f210249516df91aea9875653e8ceb6e28a3229cb377cfc15f51713c5b787fed8eb5c353139deca8a31319728
