Id,Label,Datatype,Enumeration,source_file,source_directory
vb_concern,Were there any concerns about the VENOUS BLOOD sample collection?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
an_performed,The ANTERIOR NARES sample collection was performed by:,integer,"""1""=[Study Staff]|""2""=[The Participant, Supervised By Study Staff]|""10""=[Parent/Guardian]|""11""=[Pediatric Participant]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
an_time,At what date and time was the ANTERIOR NARES sample collected?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
an_location,What was the sample collection location of the ANTERIOR NARES Research Test?,integer,"""1""=[Left]|""2""=[Right]|""3""=[Both]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
an_medium,What type of transport medium is in the tube that the ANTERIOR NARES swab was placed in?,integer,"""1""=[Dry (No Transport Medium)]|""2""=[Vtm]|""3""=[Saline]|""4""=[Ethanol]|""5""=[Utm]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
an_concern,Were there any concerns about the ANTERIOR NARES sample collection?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
abc_performed,The ARM BASED CAPILLARY sample collection was performed by:,integer,"""1""=[Study Staff]|""2""=[The Participant, Supervised By Study Staff]|""10""=[Parent/Guardian]|""11""=[Pediatric Participant]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
abc_time,At what date and time was the ARM BASED CAPILLARY sample collected?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
abc_location,What was the sample collection location of the ARM BASED CAPILLARY Research Test?,integer,"""1""=[Left]|""2""=[Right]|""3""=[Both]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
abc_concern,Were there any concerns about the ARM BASED CAPILLARY sample collection?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
covid_vax_date_dose3,What was the date of your third COVID-19 vaccine (OK to guess if unsure)?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
