variable_name,section_header,ui,label,value_constraints,field_note,units,CDE Reference,source_file,source_directory,Digest (variable_name|source_file|source_directory)
clinical_specificity_ci_percent,Clinical Performance,float,Percent used to define two-sided confidence interval.,,Example: 95,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,079dc2abbf15c57cf26b445749c7341da64c3029a72699f5f4e43810a7588adb347891909a22ca5f06a64374543e3514bafcf55114b9da636a99fcfdd20f5a71
clinical_specificity_ci_min,Clinical Performance,float,Lower bound of confidence interval.,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,29738ae2834d62c05d3cd9d6eb7cc0091914c0c9e08ec554bc7caf83567773594b18e3f016690dd83a77e51bd856cc2ac655cb616973924e4c8a17d5e7464a30
clinical_specificity_ci_max,Clinical Performance,float,Upper bound of confidence interval.,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,5a53ba9508b4f012c28cd3e7c88e23a1fb96be6d28a7fee7b1b3e61d25e695bf7af5d2e19bc8dfd4043b27a1474921c2088e0cbb53fec17fddb71ac3a975fa79
positive_predictive_value,Clinical Performance,float,The proportion of test positive patients who have the target condition; calculated as 100xTP/(TP+FP),,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf|https://www.medcalc.org/calc/diagnostic_test.php,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,39424460789c53b3778cb2aaa05fc8ed6f6b02ade7dbff57769bb7d10fe95a65d7cdc65ae067249a88431cb3461ff41a8c06d2a7966d8540cd10d4cb9e94cbcc
negative_predictive_value,Clinical Performance,float,The proportion of test negative patients who do not have the target condition; calculated as 100xTN/(TN+FN),,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,c141121e7cc8f313f60d2a03d41bdace4f692d8a89301f444f07780d43f8dcd17a2fb60fd537c28e61e94f03901f2711646651f4ed1aa8937c9be704a59f40ae
clinical_cutoff_description,Clinical Performance,text,Description of the clinical cutoff,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,106a4ddbc38b667d378c5b5357a35b4339b59898b2d3a909781a1866b50fd8c64c35f189aaa381b3eb2005176322d1b7f92072412d5ab17f75f77c35d314b8e1
clinical_cutoff_min,Clinical Performance,float,,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,bbff4787252301c0f594b0b5cdbcc876113811419313f46c722fb1ed81b75288e26f34438904fca23aa85fc4b88ac0b93282ffe317c93a6566d5fe3aa49a47f1
clinical_cutoff_min_unit,Clinical Performance,text,,,,,,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,e5b4e02b82b3e46c410790f88a01a5d688dae9b6853000a3facff390760137707d974e084535ba718f14d61a09879a803e3bda8cb2a2334949845771bbe6822b
clinical_cutoff_max,Clinical Performance,float,,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,5fefc59d4501cf06e029820c15da4c56bf34f06dec8514e9e293e39bfd60ea7b7eeed11c20907aa96a43ac6e4b487a514ea7cb0d4d830a06c962d69ced1cb227
clinical_cutoff_max_unit,Clinical Performance,text,,,,,,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,2142d52a77c5c13f0813331c6ba47f426be82185c826af295f08b7b17584b2130d28a67f81d93f0ea53ad832e4291f7bc8cb02d13809855569b990f4af06f7a2
invalid_test_rate,Clinical Performance,float,,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,45f09c03c8472a0e24d9c0139c48fa7edff8ea935b8b2ee1c86b6dba17679add348f986094bafea96440c078537ef13a6ae5498fb8052a9bdff8118994293964
invalid_test_detail,Clinical Performance,text,,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,b35b43b5b69e777c9ce11e02063a7c02c3b43f103ba50c576e0d312e3d54051d249e85331374d3c02d615c29f4a05f66117f464c3127ad5c08a687d5d3b9082c
turnaround_time,Clinical Performance,integer,TAT,,,minutes,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,1eed9ed1fd08bc06b3aaf39d2d250cfeb1904f79063ed3fc573d55db7053e233fa0e5a00b20f5d388536966a5eb66d8654989896c240160de19a766aa92388bb
price_per_test,Clinical Performance,float,,,,usd,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,0271efd2b7a1817a181e623e5fd51a02502ffc80169a7e33790edbf9b824e3e0046bf1c3954e1192bd2c5d57285c4e177a5895544b891f809c8747723bfc2883
