variable_name,section_header,ui,label,value_constraints,field_note,pattern,min,max,branching_logic,units,CDE Reference,source_file,source_directory,Digest (variable_name|source_file|source_directory)
pre_conc_storage_time,Processing Method,float,The approximate average duration of time between when samples reach the lab and when they are concentrated (if concentrated),,,,0,,,hour,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,c7354886220e5a874002242c8b8b85be5bbc4fc246dac9abdf297717cb7e44edccaf3f2a5fa73eaefd94932cd242b9fc77a730b57fd7d44396b4a6f5fedc2bd1
pre_conc_storage_temp,Processing Method,float,The storage temperature of samples after reaching the lab and prior to concentration (if concentrated),,,,,,,celsius,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,d65469381f5b63a25a156aec946d6a8d26df3e1eca4cd0efb34aedd8439291054a8e6c1d6374fc3e00aabc1f0984b404f731e0ffbe832f90e8f5effca30408d1
pre_ext_storage_time,Processing Method,float,The approximate average duration of time between when samples are concentrated (if concentrated) and when they are extracted,,,,0,,,hour,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,261b7f42d6c7cab1b84b0d66ee2880400ec925ac2f3949e885ae20628e4d1b4f6e50cd9b0228463ad46d8f5cade5685851d92a6439f6ad0937f96897075f46cb
pre_ext_storage_temp,Processing Method,float,The storage temperature of samples after concentration (if concentrated) and prior to extraction,,,,,,,celsius,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,9e826738411ea4b4ffd3238e50ce43627fb7f76cb6851073887d739e27d87dad987e3e85d717c238258f2562807885ae1aa8467f087ea9ec073217cd61c7ae84
tot_conc_vol,Processing Method,float,Total volume of sample concentrated (if concentrated); this total volume is not necessarily assayed and is not necessarily equal to the value specified in 'equiv_sewage_amt',,"[float, greater than or equal to 0, unit: mL];
[empty]",,0,,,ml,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,9706b48ec3afc0363cde22f9572083d04c2b73e5ea876392f8cd3d95978ca09cd0d5688b1a312b180654e522498b1e09e1f84203c56fc57124b453c79036efd5
ext_blank,Processing Method,category,Are extraction blanks included in the extraction process?,Yes | No,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,8ff7512023bce002d00e84c15f1c47b3d0bbf27c32b443b31c17a059a55c40180b7dafcc8dc30af36e16935346d73187d4d3ca58250d386f0c676448d703ac25
rec_eff_target_name,Processing Method,category,Name of the recovery efficiency control target that is spiked in,bcov vaccine | brsv vaccine | murine coronavirus | oc43 | phi6 | puro | ms2 coliphage | hep g armored rna,"If 'rec_eff_percent' is equal to a value other than ""-1"", then this must have a non-empty value",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,4d8efbdb1269caca7165cebd009365130f69afa56a92e08fcee8796783bcdf810068ebe251fd17cb43861afbe602e5d4f38087a3bf5560224cf28354599d6099
rec_eff_spike_matrix,Processing Method,category,Matrix into which the recovery efficiency control target is spiked,raw sample | raw sample post pasteurization | clarified sample | sample concentrate | lysis buffer,"If 'rec_eff_target_name' has a non-empty value, then this must have a non-empty value",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,f31f0d89daeec5eb1bb488eb841bf64543d3303833b35294a40a3ea54576328a052c7edd9a8053e64d4e6e7d3805f4d380e38e130ab6854461eb4ed8822b71fd
rec_eff_spike_conc,Processing Method,float,"Spike concentration, on average, of the recovery control on a per sample volume basis",,"If 'rec_eff_target_name' has a non-empty value, then this must have a non-empty value",,,,,log10 copies/ml,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,e85210eecebee5162849414359c82d564593675db04d7928aac806da740c268def96f8bc1f7926f6bd296659dc085e961a278f7a2646ffb0141a9f227807d2fb
pasteurized,Processing Method,category,Was the sample pasteurized?,Yes | No,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,c4cf708991444f605e04b2e9c6eeab30e9a201b2443bdc9aee3d3d60ea131078e712548d60444474d5880a44be8dce3be246b6dafe3fe8776b64ffab74c480cc
pcr_target,SARSCoV2 Quantification Method,category,The PCR gene target used to quantify SARS-CoV-2,n1 | n2 | n3 | e_sarbeco | n_sarbeco | rdrp_sarsr | niid_2019-ncov_n | rdrp gene / ncov_ip2 | rdrp gene / ncov_ip4 | taqpath n | taqpath s | orf1b | orf1ab | n1 and n2 combined,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,eac4213b735255d5e75ff9b840c6fc6ea425b21a5a439168ac9630146ad5105085e252a04361d9de8489727d689beedd2ccc1bb4304209035e8b4da7da4afd11
pcr_target_ref,SARSCoV2 Quantification Method,text,"A publication, website, or brief description of the PCR gene target used",,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,a98ba0cf5cff0836e8a4ab107b21eacac57368e16038953995cae6e481802ceb1455109f39288b7c637e3bc53be8b118946421f59a5877632ab6f48da7bc0c40
pcr_type,SARSCoV2 Quantification Method,category,The type of PCR used to quantify SARS-CoV-2,qpcr | ddpcr | qiagen dpcr | fluidigm dpcr | life technologies dpcr | raindance dpcr,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,dfafdfddd18eab9df24a4bad8c3b12b3c724017073db627310d42758cd54c392b1887e4b6535bb2ab8b86a97242128ac9a57eba68e814c55591d5a1e604c18ca
lod_ref,SARSCoV2 Quantification Method,text,"A publication, website, or brief description of the method used to calculate the limit of detection",,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,660417e289216fd3a071aae82be6cdb17ecc3e50b5f6c484efe6c81f54589a9b04694a7aa7a397f4ad32f703ccdb58ad884e86c0e309d546538ef9e16fa7d817
hum_frac_target_mic,SARSCoV2 Quantification Method,category,Name of microbial target used to estimate human fecal content,pepper mild mottle virus | crassphage | hf183,"definitions of choices, e.g., crassphage, hf183?",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,399e21f0fdfd761769907e9e83fff773691fa347fc05f51a64bb246fc9a054a4c307b0cbb6bc0a505c85130a2e12fe844626bf6707905ff573c81c7ace3dccaa
hum_frac_target_mic_ref,SARSCoV2 Quantification Method,text,"A publication, website, or brief description of the microbial target specified in 'hum_frac_target_mic'",,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,80feb84288dd0e1f0e1185f00e45a34e4c279a83d9033dd19fedc8b91beebba5c8c58faa52a21fe03c1007546b331da9045adc2ec84c62c8a15f401d7ec46ddb
hum_frac_target_chem,SARSCoV2 Quantification Method,category,Name of chemical compound used to estimate human fecal content,caffeine  | creatinine | sucralose | ibuprofen,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,28bb30190b2333b0a09de4098bee73074493e7828176b5ad47eead734fee326842ba74ce0d43be328347cae1422a30bb9b8719c3802e79ffa7088d8385d229fb
hum_frac_target_chem_ref,SARSCoV2 Quantification Method,text,"A publication, website, or brief description of the chemical compound specified in 'hum_frac_target_chem'",,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,206433df72af0b5c561ea957be07f5df1f21375eac132ab711c9c39a92250e9d05aabe33efa82bac6f8303a56af2d8e70edd929a4b4f1b97da189b61852ef752
other_norm_name,SARSCoV2 Quantification Method,text,Name of a target or compound not specified in 'hum_frac_target_mic' or 'hum_frac_target_chem' used to estimate human fecal content,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,5c2a64f43a21b912b02a0ec208b74ac79e2438dd8c79cfe79c561da92a63af71a55b38aeeed0d23ae5a45678e23e20fba12ce0e84512a56ecbb99c4751619315
other_norm_ref,SARSCoV2 Quantification Method,text,"A publication, website, or brief description of the target or compound specified in 'other_norm_name'",,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,0f97cb18901699615236febd9dbbf0b037c7410e8966dce792ee3ed7dd51666956f39d0829ebd1b16204cc9115bd692a237196043f6d217ce88750cf88a03eb0
quant_stan_type,SARSCoV2 Quantification Method,category,The type of nucleic acid used as a standard for SARS-CoV-2 quantification,DNA | RNA,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,101200671d5f2189351f27534930d66676fa87bb2272bc0105e1953730c5dfda3cac6cf92816a6c873ffe32131a4862ed117965eb57391dd72ec96dd626a1082
test_result_date,SARSCoV2 Quantification Method,date,The date on which this SARS-CoV-2 measurement was made,,Lab result date,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,d83d9a8608eae38e6c06f7fb10a19dcffd313dd5f4a477d048902ae365552e363ab7ef8ae70da8c6ba4e059a9dbaab63445577eb39480dcbdf97e4d531a51df1
sars_cov2_units,SARSCoV2 Quantification Method,category,Units of SARS-CoV-2 sample concentration,copies/L wastewater | log10 copies/L wastewater | copies/g wet sludge | log10 copies/g wet sludge | copies/g dry sludge | log10 copies/g dry sludge,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,84ff4b52bf973640312d7fab7b94eda2f2fd393bfae808076b7b6fc41062780c042d80056a46fc331c88ce41ffcc29d90dcb6e42353a13bd952aa84d345a9d35
sars_cov2_avg_conc,SARSCoV2 Quantification Method,float,"Concentration of SARS-CoV-2 back-calculated to unconcentrated sample basis; enter ""0"" if no amplification occurred, using the definition of amplification described in 'ntc_amplify'; otherwise, enter the estimated concentration; do not adjust for matrix recovery efficiency",,"[any float other than 0];
0 (if no amplification observed) [units specified in 'sars_cov2_units']",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,8d7d060844b4d945160a5e3ff6e65d16ab4a62dc8350f4ad1b57d699f630e73ec6cdc7993fbf598af238e3240299f1660300f164f6f0f895c401e69379feb76f
sars_cov2_std_error,SARSCoV2 Quantification Method,float,"Standard error (SE) of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. If sample replicates are always performed, use SE of sample replicates; else, if processing replicates are always performed, use SE of processing replicates; else, if qPCR is performed, use SE of PCR replicates; else, if digital PCR is performed, use error from multiple replicates if available, and Poisson error if not",,"[greater than or equal to 0];
-1 (if cannot be calculated, such as when no amplification observed);
[empty][units specified in 'sars_cov2_units']",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,65a28db7ec2c6ba4a613c0c6c40a1e80a1b6095908e49d5c3b9fe50100d20c9658173cc38c2a7177cb1c3550d3c2fc5bf8e3344fdabefb1c271d98ca6d07ca02
sars_cov2_cl_95_lo,SARSCoV2 Quantification Method,float,"Lower bound of 95% confidence interval of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. Follow the same hierarchy as described for standard error. (Note: 'cl' stands for confidence limit)",,"[any float other than -1];
-1 (if cannot be calculated, such as when no amplification observed);
[empty][units specified in 'sars_cov2_units']",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,f94c9ee5ce938bb71006f34f19975a6060f03dc6bd1fff66a7dc26029d0e98f8e39c8a0c051d648c0f8fc7b7ea05ee1d4c822366ebca7cb51e9bbd2f63ceabe3
sars_cov2_cl_95_up,SARSCoV2 Quantification Method,float,"Upper bound of 95% confidence interval of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. Follow the same hierarchy as described for standard error. (Note: 'cl' stands for confidence limit)",,"[any float other than -1];
-1 (if cannot be calculated, such as when no amplification observed);
[empty][units specified in 'sars_cov2_units']",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,1d243d7d571dd3b90d49821bb9d6946b825fc7b8156e42aa3dcc2046063b0b41c69f3ac5e32bc03984e30eb6f4de81af9472f7f42045d9e2edf3d54c606359d9
sars_cov2_below_lod,SARSCoV2 Quantification Method,category,Was the concentration of SARS-CoV-2 below the limit of detection?,Yes | No,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,e49ccd634993e3816a7906910045a863a154de388c85df070ac95709623acd3a3da5e21c096f6a13184a47b7dfe000f903e7985d44155c3b9bd7c506294425b7
lod_sewage,SARSCoV2 Quantification Method,float,SARS-CoV-2 limit of detection back-calculated to unconcentrated sample basis,,[units specified in 'sars_cov2_units'],,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,d738f4e87df4e5e4d179b59b5ec65ba1aa25ff61362e87655671b0bc4216dcf0a112114dd8e657de1897b186da82b8fddc05f4cecba6e5cf44bb21b26737031a
ntc_amplify,SARSCoV2 Quantification Method,category,"For qPCR, did any no-template controls on this instrument run have a Ct value less than 40? For ddPCR, did any no-template controls on this instrument run have 3 or more positive droplets?",Yes | No,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,98a4a64cc372c1b38696fef808defee831585639020cefba5d08ab955cab9d82f0333c3e2eb9fca06d8a6dcb552599d9c9bde496498974f2b402bdec73d41b39
rec_eff_percent,SARSCoV2 Quantification Method,float,"Percent of spiked recovery control, specified in 'rec_eff_target_name', that was recovered",,"[float, greater than or equal to 0];
-1 (if not tested)",,,,,percent,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,03381d626cc4b244bde750d22d4037a9202a96d4344529ed4b08ddab25a6fa4b4cb9e3f9d1b0a7e7c25b1e1cf4fddfe4bf7c670188df2677f5e58ca2e6574539
inhibition_detect,SARSCoV2 Quantification Method,category,Was molecular inhibition detected?,Yes | No | Not tested,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,5dd88f772b24f2e13a1689d66e17d6e31f2db6bc8d7f00945a2c95b636af727c93139809faefdef0592205d85cfc2302865118c74d1a60b106a234e20cb8ed2b
inhibition_adjust,SARSCoV2 Quantification Method,category,Was inhibition incorporated into the SARS-CoV-2 concentration calculation?,Yes | No,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,d1fbe2c073cb39f47c791db6f4be026f344e607d6a3e1bce0c0d13d724b923ad990a7eb5f62960fd1e960236b9c550cb5447c13e3f1da9645ba3298bb8016d90
hum_frac_mic_conc,SARSCoV2 Quantification Method,float,Concentration of microbial target specified in 'hum_frac_target_mic'; follow the same guidelines outline for 'sars_cov2_avg_conc',,[units specified in 'hum_frac_mic_unit'],,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,3cc5845db1725c4115ffe163e1aaa52b8a3b9edba715828a36791c5af5be2ab956f2c74a4ea74883b3ef1320eacd3d4de1b94f0eff4dbff9be48c4dbabd3d9e2
hum_frac_mic_unit,SARSCoV2 Quantification Method,category,Concentration units of microbial target specified in 'hum_frac_target_mic',copies/L wastewater | log10 copies/L wastewater | copies/g wet sludge | log10 copies/g wet sludge | copies/g dry sludge | log10 copies/g dry sludge,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,c1be397d7948d8571fb017f85dd1a6ef72af3f16badfc1dffefa338c77826b6672c5f28a4e354954628683660733a48ab44ca8455623ee4d3b0b96c8660b0392
hum_frac_chem_conc,SARSCoV2 Quantification Method,float,Concentration of chemical target specified in 'hum_frac_target_chem',,[units specified in 'hum_frac_chem_unit'],,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,555013f6e7dd335f909e83213e98bee9613170b87fc49d171576fec5dcdecabe47ffa94001f912f8748ece47115a24b21b3705b35a65d944818a88baf18645ab
hum_frac_chem_unit,SARSCoV2 Quantification Method,category,Concentration units of chemical target  specified in 'hum_frac_target_chem',"micrograms/L wastewater | log10 micrograms/L wastewater | micrograms/g wet sludge | log10 micrograms/g wet sludge | micrograms/g dry sludge | log10 micrograms/g dry sludge | ",,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,a4a914003e2995c54c7e4f4f5f3e2bc5bd0f40f5102ae21a1eaebcde68ca400515641adfa9a4c657e1571ae12b54309fc192d2e4d6b74002fbe40788f8edc2c5
other_norm_conc,SARSCoV2 Quantification Method,float,Concentration of target spcified in 'other_norm_name',,[units specified in 'other_norm_conc'],,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,bda527cca081f8c6478bdd315dfd98bad8827b4012b18a9b4c75a65c3a71b5a502007144055389794cf63afe64b2733c6da0becc4a7675a92e281777f0171950
other_norm_unit,SARSCoV2 Quantification Method,category,Concentration units of target spcified in 'other_norm_name',copies/L wastewater | log10 copies/L wastewater | copies/g wet sludge | log10 copies/g wet sludge | copies/g dry sludge | log10 copies/g dry sludge | micrograms/L wastewater | log10 micrograms/L wastewater | micrograms/g wet sludge | log10 micrograms/g wet sludge | micrograms/g dry sludge | log10 micrograms/g dry sludge,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,91178806a37fc7b403dc0c0d6f0f842e2924ec3e0e4116c3046f1e2e43fc50ff4d6c6aec9d082903d47292b080801599e1725d63904370c851ae870418acbe01
quality_flag,SARSCoV2 Quantification Method,category,"Does this observation have quality control issues? ",Yes | No,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,74d8726acc61a2e3d3acc3ec2f549094cfe02b65f869ac66b90b3cf5cd00e3b1226810022185296c376c768d33ea59dc51b0a0d84472a54b3a48fb833e4a100e
stan_ref,SARSCoV2 Quantification Method,text,"A publication, website, or brief description of the quantitative standard material used",,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,4d400e686801e2a9ba46614d9809ede4f92ac9c765aaf6d1d69752f835010973e7400f9adeb1c791333ca0a371bfef7228b2547d4d34ccf2b86b44078fe0a8da
inhibition_method,SARSCoV2 Quantification Method,text,"A publication, website, or brief description of the method used to evaluate molecular inhibition",,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,8960fecc9958ab0db5c5b9db2ecd65237605f0ae9d13e6fab74feb9942aea08469860e46c1b3e1111208a2c2e95c8682111c4521ce868dfa05726703a15241b4
num_no_target_control,SARSCoV2 Quantification Method,category,Number of no-template controls (NTC) per instrument run,0 | 1 | 2 | 3 | more than 3,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Wastewater_Data_Element_Template__V006 - Data dictionary.csv,RADx-rad,992ba2270db8bbed339a0e532cce9a7a9262c35949c48424bd4212288516010857b81cefec10edcfe56f4fb39b2b15a533ec114f5c2b7be6ae2dd95c4d24fc13
