variable_name,section_header,ui,label,value_constraints,field_note,units,CDE Reference,source_file,source_directory,Digest (variable_name|source_file|source_directory)
standard_antibody_sequence,Sample/Antibody,sequence,Protein sequence of the antibody,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,f3f014bd01b9487667d58aaf7a32bcdd19a550751da19f4a157f0e7dc993f049f938765d9fca42e5edaa788a6727b364c93dfa79aa28a2e81bfd3745b9d82a39
standard_antibody_expression_system,Sample/Antibody,category,Expression system used to express antibody,human-recombinant-baculovirus | human-recombinant-E.coli | human-recombinant-yeast| human-recombinant-mamalian,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,03b13dee858208e289528e113618c85aa06369581d7d1ce4097ba34c0c04e700dafb48ac446e5001a2db528234eaf93414bc237e5e62c0c9e6ff4e4f143aa153
standard_antibody_host_organism_name,Sample/Antibody,text,Host species is the animal in which the antibody was generated.,,example: goat,,RADx-rad DCC|https://www.ncbi.nlm.nih.gov/taxonomy,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,c114b21e0390cbe2e7bd860d65c7a0dfa0a8239326f4f6efffff63deabab29d269f351da6e34e1929e3aba3f9e58be2d26e5d7790b0b802b8b697e12c8757db5
standard_antibody_host_organism_taxonomy_id,Sample/Antibody,text,NCBI taxonomy id for the target organism,,example: 9925,,RADx-rad DCC|https://www.ncbi.nlm.nih.gov/taxonomy,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,045e9ebdb487f1b87f1d10e377fcaf2cef035ea0a637b383807128b9f29e4964a790ed5fbcc0e80bde0e28d09d93deaec84c2891a36096328c15a9dadb87850c
standard_antibody_host_organism_subtype,Sample/Antibody,text,Subtype of target organism,,,,RADx-rad DCC|https://www.ncbi.nlm.nih.gov/taxonomy,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,516b6f36af0b9f77135b7e7f1f4e0f74773e1452f0a583e456b00bebe482199aff7312a63a024753ffe66f5095518d002c399a54da76fb0f02994a333f201540
standard_antibody_purity,Sample/Antibody,text,Purity of antibody in percent (may include < and > signs),,example: >95,%,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,ae1c5b6cbd80fb0a9abff569a78fefc50cd673aa724efe8d287eec0562264fb7e926950299c39e49e2aacbb6ac5e0e21cbdf69c36bc0c61daa9f9cc8e602e9d6
standard_antibody_purification_method,Sample/Antibody,text,Method used for antibody purification,,example: SDS-PAGE,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,e13661a4b095c451fea0d272482df9d7eedcc2e01de5fdeb7cd3825607b5aed8d01c48a76e83100f6d9b79e7dd11a2820a1cb8ddd9792c4636dae7492178308d
standard_antibody_formulation,Sample/Antibody,text,Formulation of antibody,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,56f8953be40ae321e0128055605058c148a21b4b5c3907164a87174e08dd1b5a0a745f9d151a1576d88ba5dc30fa897e945a30b1857368587c286eaed02d82a8
standard_antibody_source,Sample/Antibody,text,Supplier of the antibody or antibody conjugate or publication DOI link,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,012989cfd0a3d85892d74f95d20636047e6be553b8ca477ec30460b2c38e5fb9e8d0940ccf806d9eab03c2835fb23334787344e96003f3d35300010486e88102
standard_antibody_source_url,Sample/Antibody,url,URL of supplier catalog page or publication DOI link,,example:  https://doi.org/10.1002/anie.202107730,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,7b303f29272404bb634a9f8bbcd2488fc389a7781c4a4c1330f1dba4334de3c5fe07241f615e435239daef57a72a75defa9268879e724e84b75da0658d5de2c5
