variable_name,section_header,ui,label,value_constraints,field_note,pattern,min,max,branching_logic,units,CDE Reference,source_file,source_directory,Digest (variable_name|source_file|source_directory)
collection_storage_temp,Collection Method,float,Temperature at which the sample was stored after collection and prior to reaching the lab,,,,,,,celsius,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,efbd11ba7cdee793808f1690f2f2f71e4d33862f50813ad6822d1e256f21059f512a84844286c6bfd1c6140bd07781b4768a253ecb1863861da8a9df9e0e6cea
pretreatment,Collection Method,category,"Was the sample treated with any chemicals prior to reaching the lab (for example, addition of stabilizers)?",Yes | No,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,d8251ea4cfc96729fa19f55fc0751aaea3726b33ddebddbc6a77296974ed2580ce113a29c1c892bdc4d3b41a695e91917c286af352c757641939ff9a2fcca905
pretreatment_specify,Collection Method,text,"If 'pretreatment' is ""yes"", then specify the chemicals used",,,,,,[pretreatment] = 'Yes',,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,a0c717211cdd52d50076bb28a7aad35a415934624d1eaec75fa5e947ffae35f3b1eed71cea7268e8e5315dbe173fea688969936798c3dbf2752af76d8f040e60
sample_collect_date,Sample,date,"The date of sample collection; for composite samples, specify the date on which sample collection began",,,date_ymd,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,8b8083b351a17b2ccbf359066a9e5bfbffc577409d3a08c771f57d07ae5c153be22fafa0a08096600c27c15b8876adf4093ecb5a21241588dad0ba8c4451d9ad
sample_collect_time,Sample,time,"The local time of sample collection; for composite samples, specify the time at which sample collection began",,,time,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,7ff2dcfb4a21f642a729598864008d0830342aab3d384d12730bb3eab5d29e831ef4d791ef6dd46c1b3d171ea27f47c15c93619d39a91205a3157cf2a9509b5a
time_zone,Sample,text,"Current local time zone corresponding to the time specified in 'sample_collect_time', represented as a UTC time offset (e.g., UTC-06:00)",,time zone (UTC-[hh]:[mm]),,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,b6cb383d2e54bcee568922ff6c5cbe3e1bff17b8889c4c921a9edaddc10e3c654d2b47ba6179faaf360103f472869fdb09343a8daca873f29d20e7107309764d
flow_rate,Sample,float,"Wastewater volumetric flow rate at the sample collection location over the 24-hr period during which the sample was collected. If only an instantaneous flow measurement is available, it may be reported in units of million gallons per day.",,,,0,,,million gallons/day,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,12cf6f48b9459b91134e8f3bddb2051d0b2cf3c926aa7b8d03bf28c0d88072d17d4fc5bd138ff3022700522c2892da3505cf9a94e96b3a7f7ffae71fcdc4e1ad
ph,Sample,float,"pH of wastewater sample (if sludge, pH of influent at time of collection)",,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,cea3ebb685d66dc4ee70a7e4acf245bff4add24f2e85232673dcbf67558faba91b612080c8f90b02802625e4006305b582ec30eb79fb13057a909d5e4c23d6dc
conductivity,Sample,float,"Specific conductivity of wastewater sample (if sludge, conductivity of influent at time of collection)",,,,0,,,microsiemens/cm,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,9db1a7e59bc6519a9038ae5d6fac8e0547e3cc3afacff3d8e165ffe74cf43fca0f41bca56c1539736ae8682d34eaaf5c6ad48f92ff55ce19aec802f51a471475
water_salinity,Sample,float,"Quantity of dissolved salts (NaCl, Mg2SO4, KNO3, NaHCO3), in parts per thousand",,,,0,,,parts per thousand,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,98cea87717e09307e008d013dd1f5ce2391a4334838beb123bfb1b0ac88e6a98c77125642a20177d4fd780cf7254226000c51c5e02077ab4f89a1c5b27bb12cd
tss,Sample,float,"Total suspended solids of raw (or, if unavailable, post-grit removal) wastewater",,,,0,,,mg/l,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,18a25371536dabfc8f694b648e9fc640c06268f8e2e59f8bea940780bffbe2cd0316ca538abad21fcc4b734387babf0c5d9b1a04a488bd4901d711c89281ea58
collection_water_temp,Sample,float,Sample temperature at time of collection,,,,0,,,celsius,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,b1c76ceef884dcadf37746fe4593984b08bd16a02094d1e86380cbc97d13b3686607664b4f8cfe9918784f8603482bb0618625699f682881211e15fd5637aebe
location_air_temp,Sample,float,"Temperature of the air at the location and time of sampling, in C",,,,0,,,celsius,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,048b7136841f9a2c44f10fe5ee5fbb91bd039365168a5a1f3f50c68a54c117607fd22b2d1c1564dfe3955ec2e3a1045d783394ceabd28b0e099f3ba59ac498c7
location_air_humidity,Sample,float,"Humidity of the air at the location and time of sampling, in %",,,,0,,,percent,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,3adaf79ee2427c54ead52ab8082d4aea995289df9a97736e2bafd072c4d908199fed9d2632c72105343de1e30a6012dbc8cb9099357ac099f110dab699be7d0a
sample_cbod5,Sample,float,5-day carbonacious biochemical oxygen demand (mg/L),,,,0,,,mg/l,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,1b2f263f06397727e35b501348d872bb732ad7d84716f6b340ca48d80d21d5e636aa65f19964e66ae68914ef3d74c2518936f4e5f093be076983ee5124ab6d86
sample_turbidity,Sample,float,"Turbidity (light scattering property of water that results in loss of transparency) of the sample, in nephelometric turbidity units (ntu)",,,,0,,,ntu,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,0a79116d348e6d72ca5d5ca4def9d0db643dfe176e4014433ba72e7819d74876cc9271e99c98eb29141983d3b35703356ac16ee9c078a56bb3ad41385c5fea04
equiv_sewage_amt,Sample,float,Equivalent unconcentrated volume of wastewater or mass of sludge in PCR reaction,,mL wastewater or g sludge,,0,,,unit?,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,f90b0bd0d8c4a7040e072c3e196e84b4a2f51ba337822166995efc36672bde70e4f78d02d37267a007c355e8a04e96d462a6f048f1d7a307bf85173bf8e62b98
sample_dissolved_oxygen,Sample,float,"Amount of oxygen dissolved in sample, in mg/L",,,,0,,,mg/l,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,2b220ef6e0a7e31dd4b01c7f7c47adc2ad986643cf570c64a579abbc78ba1e1d9ad4778826fe08cecc65003d6c33fadff5ca0518928d7fde166770ece814a0d3
composite_start_date,Sample,date,Composite start date,,,date_ymd,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,21ef7066936eac254459152c6e85846310c3f73937180c3d819cb150b11fa2956fb891c46758a162ce70ecc4df45043aa37481cd51253d3408647f772661b920
composite_start_time,Sample,time,Composite start time,,,time,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,885af4dfe6a6d6b9d689ace3624c431523963a4b1baa84c2063735ab2ebfbc7a17e447120d5d6cd8e7e334f28dd4b78e0dc113c1fc19869362a35ef40d875af0
composite_end_date,Sample,date,Composite end date,,,date_ymd,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,5a4ddf07a2133889b6a4366fb5a1472fe9d1c5d561d75fb25886bf0f31987736fe756aa781da1ca004a4dba635215d015ddbfbcd8d70240fb708a4ebf3e3805a
composite_end_time,Sample,time,Composite end time,,,time,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,5d26468c92e5cbe9dece4311ec7833f256d0b9476df787c1fccb3f64a2dc3c53ee315d6cf2ebc62027e95f64ed25c633e7e5a954409fafa23ccb4c39f09e6d1e
composite_aliqots_attempted,Sample,integer,Number of Aliquots Attempted per Composite,,Number of aliquots collected for composite sample,,0,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,8f8e30f6f2e0d91865599534a3418c84d0f2e6f4ac7f82d919d1e132aca92fbc99ed27fc48b976b0741a20b98883c7a71e2e1d284393b42297ff4c7370772391
composite_aliqots_obtained,Sample,integer,Aliquot Number,,Aliquot number for composite sample (this question to be asked based upon number of aliquots listed above),,0,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,b6b03fbac299b8e1ba64bb99bf44f9d35239edcdc3c661a5fdf5409e027aa07c1fc7f9b7e0fc60187ca38c103a01c511a973920b08cc2e8254ce61028a93cbe7
composite_aliqots_time,Sample,time,Aliquot Time,,Time when the aliquot was collected (this question to be asked based upon number of aliquots listed above),time,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,1c96c0886f61ccc2bc1ceae3e796ac6d0480d65b9f6fccbbf9d572fb150db925e6156bc89a61d13755b5ad6d155820663884866186cb6331172ce8a3f274516b
composite_aliqots_volume,Sample,float,Aliquot Volume,,Aliquot volume collected at that time (mL) (this question to be asked based upon number of aliquots listed above),,0,,,ml,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,c7462dbfaae8319b50513f429b404006fc0579ab301da7adf57bbc288ab9200c7d6a0c9be08b3afda3de6299dd03b3baa72abb07409776417c7ecf247777a796
sodium_thiosulfate_added,Sample,category,Sodium thiosulfate added,Yes | No,Added to Neutralize Chlorine Residua,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,6fc339818692eb7b82571530d015510e55e4e03adcaef9bfd143c219227e41c51a4580eac987711089c5cd6dc6a5a47358b5b8171f630136691d769a983f03bc
concentration_of_sodium_thiosulfate,Sample,float,Concentration of sodium thiosulfate solution,,Concentrated solution of sodium thiosulfate to minimize dilution from aliquot added to sample bottle (100 g/L usually),,0,,,g/l,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,60611b8af92b4feb1b8baa7b442d96b46dd75b4e71d5add61824af2bc50b51a83ebbae823c1abfdda12fa1ac03e59e71bf9182c7a28447a01c723b646f40f1f8
volume_of_sodium_thiosulfate,Sample,float,Volume of sodium thiosulfate solution added,,Volume of sodium thiosulfate solution added to bottle (0.5 ml or 1.0 ml depending upon sample bottle size)0,,0,,,ml,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,baf4857d7db7df909808154af886b2385a4bf1c086218606c596d3e2c553c5050518cdac7e8171e6feb37353a18f2d509ba05b1fd9150202d71cb2904b16c38e
notes,Sample,text,Any notes related to sampling,,Any notes related to sampling,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,0af721787705ca05e06ef2f10bde57bbff71ad69ecd330195e1ad51b97029a7e54dcee8c0810784064bd20d284ca7f2bb6dc82d1f1529ce971e9480e50972eb6
sample_id,Sample,text,An ID assigned to a wastewater sample. It must be unique for this NWSS reporting jurisdiction. Wastewater samples that are split and measured by different labs should have the same sample ID but different lab IDs. Wastewater samples for which multiple SARS-CoV-2 PCR targets are measured should also have the same sample ID.,,"ID (Internal ID to link a unique sample to lab results), jurisdiction id (a string 20 characters or less, containing only numbers, English alphabetic characters, underscores, and hyphens; white space is not allowed)",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,30190a6e298e4cccfd737e001c56aac7b82bea6f921fb75707aefed5ca45e1f95ee90eedd5e44c408358f23aa3034a0cc18736a7dfde49d444b1159a19faaca1
lab_id,Sample,text,"An ID assigned to a testing lab. It must be unique across labs used for this NWSS reporting jurisdiction's testing. If the same lab is used across multiple NWSS reporting jurisdictions, each NWSS reporting jurisdiction may assign that lab a different lab ID.",,"jurisdiction id (a string 20 characters or less, containing only numbers, English alphabetic characters, underscores, and hyphens; white space is not allowed)",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,a2fa39d84e6bc48468ae55f19de91e89d49abb3a775c4481784a3873877948ed92d3ccc7156a03ecd9d2206f54e0dc815186e4a4d1fa1bb2c021e213b403d99d
solids_separation,Processing Method,category,"Process used to separate solid and liquid phases of the sample, either prior to or in the absence of the concentration method specified in 'concentration_method'",filtration | centrifugation | none,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,933e210b59f8ab00c0d13a0298d7b56f76aafcd3b1e74a1be02de8929e7b6119fd84ff4fef89b8c02b784c60a2eedf4884b8f93dc51f05760045802a5e73523b
concentration_method,Processing Method,category,Method used to concentrate the sample prior to analysis of the concentrate,membrane filtration with addition of mgcl2 | membrane filtration with sample acidification | membrane filtration with acidification and mgcl2 | membrane filtration with no amendment | peg precipitation | ultracentrifugation | skimmed milk flocculation | beef extract flocculation | promega wastewater large volume tna capture kit | centricon ultrafiltration | amicon ultrafiltration | hollow fiber dead end ultrafiltration | none,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,c146792cc0b6e671130f73a25d0bbc6465e6c2b8c588f4edaba77be27dc05be65aa27c89dad1f06c88a45e4d04f3beb95c2ba480cb96cc78c5f3add4bad6a3f3
extraction_method,Processing Method,category,Method used for nucleic acid extraction from the sample,qiagen allprep powerviral dna/rna kit | qiagen allprep powerfecal dna/rna kit | qiange allprep dna/rna kit | qiagen rneasy powermicrobiome kit | qiagen powerwater kit | qiagen rneasy kit | promega ht tna kit | promega automated tna kit | promega manual tna kit | promega wastewater large volume tna capture kit | nuclisens automated magnetic bead extraction kit | nuclisens manual magnetic bead extraction kit | phenol chloroform,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,c9ea81607dbc06e95366d4996f88c03086f5ac1d2f384a93780e9c35522e864ee3276f6e8e26b742146fed8188a10edffbfddd14571fb54a7c512f5072c474b8
pre_conc_storage_time,Processing Method,float,The approximate average duration of time between when samples reach the lab and when they are concentrated (if concentrated),,,,0,,,hour,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,453c757db45be0633e8a3508c87e3107f0891929fdd9a47de8f05462cf7b328fb44a0463035e85b3228a18f4c9119620da782b7b70fb1b8728df27660191fbda
pre_conc_storage_temp,Processing Method,float,The storage temperature of samples after reaching the lab and prior to concentration (if concentrated),,,,,,,celsius,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,b676bde5e21aab12a2db2fb84aa6303105d8967241a53e6c816d20fb02ec67c36c25081f048d212aa6690cc28cf5338f5a6c5086a3ba8b114ed6adaddf530664
pre_ext_storage_time,Processing Method,float,The approximate average duration of time between when samples are concentrated (if concentrated) and when they are extracted,,,,0,,,hour,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,7f5ed4238688b935ef381fe4e88d9cd836a172d703246388bca05912a2db6328c567398b608749458a8ced8d4d7e5d1731cd1cb435d14a826fe9b92d0e3c2222
pre_ext_storage_temp,Processing Method,float,The storage temperature of samples after concentration (if concentrated) and prior to extraction,,,,,,,celsius,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,6ac62cbf9a756d13c9e6ec4eed2d105f6be30121cbb2b92699a42e174c33fafaafedcae12ce79cb8f890e899ea44164b1da6c45eb390167925b5fafbe1f878d3
tot_conc_vol,Processing Method,float,Total volume of sample concentrated (if concentrated); this total volume is not necessarily assayed and is not necessarily equal to the value specified in 'equiv_sewage_amt',,"[float, greater than or equal to 0, unit: mL];
[empty]",,0,,,ml,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,fbf0461773362c3380c7a549bc7fa7c7c5fd0d8583cbbfdde9d242d307d562cf4851e3f9f9669f0e46949c3339fdb9f6cb050111d463cc13b328b4cf5c920692
ext_blank,Processing Method,category,Are extraction blanks included in the extraction process?,Yes | No,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,d8172a421c8fa6f61fe473fd01c8a31dfade7bb9d48f6d7daa09788012f619bef380da3fc382e906bca902d5b9f779707ee4ca5a177125d1c77d842f19485bfa
rec_eff_target_name,Processing Method,category,Name of the recovery efficiency control target that is spiked in,bcov vaccine | brsv vaccine | murine coronavirus | oc43 | phi6 | puro | ms2 coliphage | hep g armored rna,"If 'rec_eff_percent' is equal to a value other than ""-1"", then this must have a non-empty value",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,0c6dd5dec4d92eeb9f7a6c72bd89e6964e81b201a4be52cdf9cf31d7f0e3a846993d66dec8568d3731bc687f2921afc18b0c37e246193e8e8ec689d820585ad2
rec_eff_spike_matrix,Processing Method,category,Matrix into which the recovery efficiency control target is spiked,raw sample | raw sample post pasteurization | clarified sample | sample concentrate | lysis buffer,"If 'rec_eff_target_name' has a non-empty value, then this must have a non-empty value",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,c3ca4b85e72af91f36861869a2055b49f4d856ed83f6e07b774d059c515529bd057a388fafbfd2a788e0f32b440a1c15986a9dda4f2adc9b5ed562c5f581463b
rec_eff_spike_conc,Processing Method,float,"Spike concentration, on average, of the recovery control on a per sample volume basis",,"If 'rec_eff_target_name' has a non-empty value, then this must have a non-empty value",,,,,log10 copies/ml,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,708fef84a97b7c801a56d5e74aeb9612f19822ac05f80e09f4fc259db0be67b0dda320501564021c1245d6623d0d20556f443e67a8af6e48f8bf2a711a40e2ca
pasteurized,Processing Method,category,Was the sample pasteurized?,Yes | No,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,faf9f2ff3b80782daa3406e852e26514fdbb1aaefda4f1449bfbc52c195898c890d0e2e58425df1168bc165e255921ff85e73901851aad0ae92db130832238eb
pcr_target,SARSCoV2 Quantification Method,category,The PCR gene target used to quantify SARS-CoV-2,n1 | n2 | n3 | e_sarbeco | n_sarbeco | rdrp_sarsr | niid_2019-ncov_n | rdrp gene / ncov_ip2 | rdrp gene / ncov_ip4 | taqpath n | taqpath s | orf1b | orf1ab | n1 and n2 combined,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,d7891c1046738e2a87b3ae45a1983e5c2bff1e6e641724969e829e66279553d62a625197f3257dd712e4c5d04ae10becfa00573de291e54382ed9102b3947911
pcr_target_ref,SARSCoV2 Quantification Method,text,"A publication, website, or brief description of the PCR gene target used",,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,faa69694e0aff8ab973b2be1fd7473bff71c8a1c29f13f6170fa5d40659ba9887acbc94aa59acb380effd0b019400e03d5590fe2d5bb2c766b34a61ce1eeddcd
pcr_type,SARSCoV2 Quantification Method,category,The type of PCR used to quantify SARS-CoV-2,qpcr | ddpcr | qiagen dpcr | fluidigm dpcr | life technologies dpcr | raindance dpcr,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,7dcb6b716562198c75c180f2132ac9609b89ccaabc8233d45f4460ce8d7a9659237e431ecabd774b2217b9d9953ee25e47828b19dcccc813dcf5aacf63e6fc40
lod_ref,SARSCoV2 Quantification Method,text,"A publication, website, or brief description of the method used to calculate the limit of detection",,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,56af7bda7811842f6d443a88d06fcb10111fffa078e1e262853ddb1e4710784ea01b5f8750a3b24f37364c9be64615c16c8e0425916ff8578efcdae06f0cf16b
hum_frac_target_mic,SARSCoV2 Quantification Method,category,Name of microbial target used to estimate human fecal content,pepper mild mottle virus | crassphage | hf183,"definitions of choices, e.g., crassphage, hf183?",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,f169445d58c80aa007e15fdd360f8b121e93bff9f10387966ee861ef806e98d949519989eaefecb6e96fa33083bd12998d18c2f9d5cc66a0b8486cdc43c560eb
hum_frac_target_mic_ref,SARSCoV2 Quantification Method,text,"A publication, website, or brief description of the microbial target specified in 'hum_frac_target_mic'",,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,ada5e749e900f4ec6f63dbb53f958684355c7f1fef510c4680a55a06a5679dd3a15f47beee0ea2c1225f8256f4840485b4fc11c4f60990ca248494f5b8b00f0d
hum_frac_target_chem,SARSCoV2 Quantification Method,category,Name of chemical compound used to estimate human fecal content,caffeine | creatinine | sucralose | ibuprofen,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,c4e480bd9b7dbcc928d8a88c6255b622824d5a8dc5c738a499fd8060de15cbf6c962164bbd8fa9a878e20be885dd52aadee718d2bd0b2cda61ffeea1de244e10
hum_frac_target_chem_ref,SARSCoV2 Quantification Method,text,"A publication, website, or brief description of the chemical compound specified in 'hum_frac_target_chem'",,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,a63544b3810ff5a56081c755a88bdd9645df97da6509c86b3a265185f525b882de1a5d0748d1aa1a6b65972f8552ad2b8ef5344548ec1ef7940ce0b02dfd0519
other_norm_name,SARSCoV2 Quantification Method,text,Name of a target or compound not specified in 'hum_frac_target_mic' or 'hum_frac_target_chem' used to estimate human fecal content,,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,9c9aa896588d7be7bab7b0ebaaaf839a09de7c6a82a960b07fe5c8e074c954c8c722c20b0ffde3e11e7ce188a7c45270b7b7a305b5122eceb1bbdf8c11c29e99
other_norm_ref,SARSCoV2 Quantification Method,text,"A publication, website, or brief description of the target or compound specified in 'other_norm_name'",,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,6c3d0f9f07c8a68a95dbb4827a164ae424e0655437a461c74297efcde3789670d172ef5b0fdfc517cac2e1e9f49e0dfbfa3f1252a5b5b36763700541c2d6abdf
quant_stan_type,SARSCoV2 Quantification Method,category,The type of nucleic acid used as a standard for SARS-CoV-2 quantification,DNA | RNA,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,350cf5b2492093fa0ca30b044f169e3b4e6b0499b798e0a66ad782b39f33688095365b492bbb5530575fc5080b80065b20284f4bb9000b3c5dd47c3e9048a44a
test_result_date,SARSCoV2 Quantification Method,date,The date on which this SARS-CoV-2 measurement was made,,Lab result date,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,34d646b8b390495115d53ba84f29c865c1ce0f97326e3d7bf481b852270995f9eb2a5a376cf7c8242526bc202be898b29decc3aa7af6f304558e155088c8641e
sars_cov2_units,SARSCoV2 Quantification Method,category,Units of SARS-CoV-2 sample concentration,copies/L wastewater | log10 copies/L wastewater | copies/g wet sludge | log10 copies/g wet sludge | copies/g dry sludge | log10 copies/g dry sludge,,,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,871280f17edd689396a75fcf512da54514cf53f939cbf99fe949984fbb134a90813d28e30c8c7c29a75ec2adec9edea8e69edb14bb77b0f66eebf6780ff7b9c4
sars_cov2_avg_conc,SARSCoV2 Quantification Method,float,"Concentration of SARS-CoV-2 back-calculated to unconcentrated sample basis; enter ""0"" if no amplification occurred, using the definition of amplification described in 'ntc_amplify'; otherwise, enter the estimated concentration; do not adjust for matrix recovery efficiency",,"[any float other than 0];
0 (if no amplification observed) [units specified in 'sars_cov2_units']",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,aef7310e782d7c7881667cdd5b314cb5d9115353e3d2d472857e6d1ccb679cadf35c1e89a1f0dae263782494bece1f326cdd17382d89f9f1c6c6efb66fd87b38
sars_cov2_std_error,SARSCoV2 Quantification Method,float,"Standard error (SE) of SARS-CoV-2 in wastewater sample, or best estimate that is consistently available. If sample replicates are always performed, use SE of sample replicates; else, if processing replicates are always performed, use SE of processing replicates; else, if qPCR is performed, use SE of PCR replicates; else, if digital PCR is performed, use error from multiple replicates if available, and Poisson error if not",,"[greater than or equal to 0];
-1 (if cannot be calculated, such as when no amplification observed);
[empty][units specified in 'sars_cov2_units']",,,,,,NWSS_DCIPHER_Data_Dictionary_v2.0.0_20210319,RADx-rad_Data_Elements_Wastewater_V006.csv,RADx-rad,129b516a3fc1073e2ce06e22570cb7a6ed5a38515e38628db183f3333e7f6487e984947cd1db1d4d8c349970e3df06e8dc6d387be64322628a39cf71be546b9b
