datatype,variable_name,description,value_constraints
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__atrial_fibrillation_afib,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Atrial fibrillation (Afib),"[""""atrial_fibrillation_afib""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__cancer,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Cancer,"[""""cancer""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__cardiovascular_disease_cvd,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Cardiovascular disease (CVD),"[""""cardiovascular_disease_cvd""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__chronic_kidney_disease_ckd,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Chronic kidney disease (CKD),"[""""chronic_kidney_disease_ckd""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__chronic_lung_disease,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Chronic lung disease,"[""""chronic_lung_disease""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__chronic_obstructive_pulmonary_disease_copd,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Chronic obstructive pulmonary disease (COPD),"[""""chronic_obstructive_pulmonary_disease_copd""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__coronary_artery_disease,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Coronary artery disease,"[""""coronary_artery_disease""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__depression,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Depression,"[""""depression""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__diabetes_type_1,"Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Diabetes, Type 1","[""""diabetes_type_1""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__diabetes_type_2,"Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Diabetes, Type 2","[""""diabetes_type_2""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__emphysema,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Emphysema,"[""""emphysema""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__heart_failure,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | Heart failure,"[""""heart_failure""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__high_cholesterol,Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | High cholesterol,"[""""high_cholesterol""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_the_following_health_conditions_at_any_point_in_your_life__high_blood_pressure_also_called_hypertension_htn,"Have you been diagnosed by a healthcare provider with any of the following health conditions at any point in your life? Please select all that apply. | High blood pressure, also called hypertension (HTN)","[""""high_blood_pressure_also_called_hypertension_htn""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__no_i_have_not_been_diagnosed_with_any_of_the_above_health_conditions,"Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | No, I have <span style=""text-decoration: underline;""><strong>not</strong></span> been diagnosed with any of the above health conditions","[""""no_i_have_not_been_diagnosed_with_any_of_the_above_health_conditions""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__hiv_or_aids,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | HIV or AIDS,"[""""hiv_or_aids""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__immuno_compromise,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Immuno-compromise,"[""""immuno_compromise""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__inflammatory_bowel_disease_for_example_crohn_s_disease_ulcerative_colitis_etc_,"Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Inflammatory bowel disease (for example, Crohn?s disease, Ulcerative colitis, etc.)","[""""inflammatory_bowel_disease_for_example_crohn_s_disease_ulcerative_colitis_etc_""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__liver_disease_for_example_cirrhosis_hepatitis_b_hepatitis_c,"Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Liver disease (for example, cirrhosis, hepatitis B, hepatitis C)","[""""liver_disease_for_example_cirrhosis_hepatitis_b_hepatitis_c""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__lupus_systemic_lupus_erythematosus,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Lupus (systemic lupus erythematosus),"[""""lupus_systemic_lupus_erythematosus""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__neurological_conditions_for_example_epilepsy,"Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Neurological conditions (for example, epilepsy)","[""""neurological_conditions_for_example_epilepsy""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__psoriasis,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Psoriasis,"[""""psoriasis""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__rheumatoid_arthritis,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Rheumatoid arthritis,"[""""rheumatoid_arthritis""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__sickle_cell_disease,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Sickle cell disease,"[""""sickle_cell_disease""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__substance_use_disorder_or_dependence_such_as_addiction_to_drugs_or_alcohol,"Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Substance use disorder or dependence, such as addiction to drugs or alcohol","[""""substance_use_disorder_or_dependence_such_as_addiction_to_drugs_or_alcohol""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__a_mental_health_condition_not_already_listed,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | A mental health condition not already listed,"[""""a_mental_health_condition_not_already_listed""""]"
text,have_you_been_diagnosed_by_a_healthcare_provider_with_any_of_these_health_conditions_below_at_any_point_in_your_life__other,Have you been diagnosed by a healthcare provider with any of these health conditions below at any point in your life? Please select all that apply. | Other," "
text,are_you_currently_taking_any_medications_or_receiving_any_medical_treatments_that_could_reduce_or_lower_the_response_of_your_immune_system,"Are you currently taking any medications or receiving any medical treatments that could reduce or lower the response of your immune system? These medications and treatments can sometimes be called <em>immunosuppressants</em>.<br><br><br>These medications and treatments could be:<br><ul><li>chemotherapy or radiation</li><li>high dose steroids like prednisone or dexamethasone</li> <li>immunosuppressants or inhibitors like cyclosporine or tacrolimus</li> <li>biologic therapy like infliximab or remicade </ul>""","[""yes"",""no"",""i_don_t_remember_i_m_not_sure""]"
text,how_often_do_you_have_a_drink_containing_alcohol,How often do you have a drink containing alcohol?,"[""never"",""monthly_or_less_than_2_to_4_times_a_month"",""2_to_3_times_a_week"",""4_or_more_times_a_week""]"
text,do_you_currently_smoke_cigarettes_or_vape,Do you currently smoke cigarettes or vape?,"[""yes"",""no_i_used_to_smoke_and_or_vape_but_i_stopped"",""no_i_have_never_smoked_or_vaped""]"
text,how_often_do_you_smoke_cigarettes,How often do you smoke cigarettes?,"[""some_days"",""rarely"",""not_at_all"",""i_don_t_know"",""i_prefer_not_to_answer"",""every_day""]"
text,how_often_do_you_use_electronic_cigarettes_or_vapes,How often do you use electronic cigarettes or vapes?,"[""not_at_all"",""every_day"",""some_days"",""rarely"",""i_don_t_know"",""i_prefer_not_to_answer""]"
text,on_average_how_many_cigarettes_per_day_do_you_smoke,"On average, how many cigarettes per day do you smoke?","[""1"",""7"",""10"",""11"",""22"",""27"",""31"",""5"",""6"",""8"",""9"",""12"",""13"",""15"",""16"",""17"",""18"",""19"",""23"",""24"",""25"",""29"",""30"",""32"",""33"",""34"",""37"",""40"",""2"",""3"",""4"",""14"",""20"",""21"",""26"",""28"",""35"",""36"",""39"",""38""]"
text,do_you_have_a_disability_that_interferes_with_your_ability_to_carry_out_daily_activities,"Do you have a disability that interferes with your ability to carry out daily activities? Examples of daily activities include walking, climbing stairs, shopping, balancing a checkbook, bathing, or dressing.","[""i_prefer_not_to_answer"",""yes"",""no""]"
text,would_you_say_your_health_in_general_is_select_one,Would you say your health in general is (select one):,"[""excellent"",""very_good"",""fair"",""i_prefer_not_to_answer"",""good"",""poor"",""i_don_t_know""]"
text,did_you_receive_the_flu_vaccine_often_called_the_flu_shot_this_flu_season_september_2020_to_today,Did you receive the flu vaccine (often called the flu shot) this flu season (September 2020 to today)?,"[""yes"",""no"",""i_don_t_know_can_t_remember""]"
text,did_you_receive_the_flu_vaccine_last_flu_season_september_2019_march_2020,"Did you receive the flu vaccine <span style=""""text-decoration: underline;"""">last</span> flu season? (September 2019 - March 2020)","[""yes"",""i_don_t_remember"",""no""]"
text,how_often_in_the_past_5_years_have_you_gotten_the_seasonal_flu_vaccine,How often in the past 5 years have you gotten the seasonal flu vaccine?,"[""2_most_years_but_not_all"",""3_once_or_twice"",""4_never"",""1_every_year""]"
text,did_you_receive_a_covid_19_or_coronavirus_vaccine_recently,Did you receive a COVID-19 or coronavirus vaccine recently?,"[""no"",""i_don_t_know_can_t_remember"",""yes""]"
text,when_did_you_receive_a_covid_19_or_coronavirus_vaccine__covid_19_vaccine_date,"When did you receive a COVID-19 or coronavirus vaccine?<br><em><br>If you don?t recall the exact date, please provide the best estimate. If you have received multiple doses, please report the date of your most recent dose.</em> | COVID-19 Vaccine Date"," "
text,have_you_experienced_flu_like_or_coronavirus_like_symptoms_in_the_past_7_days,"Have you experienced flu-like or coronavirus-like symptoms in the past 7 days (such as fever, chills, cough, shortness of breath, and/or headache)? <br><br><em>If you had flu-like or coronavirus-like symptoms in the past 7 days, but have recovered, please still answer YES.</em>","[""yes"",""no""]"
text,when_did_you_first_begin_experiencing_flu_like_or_coronavirus_like_symptoms__date_of_first_symptom_experience,"When did you <em>first begin experiencing flu-like or coronavirus-like symptoms</em>? If you don?t recall the exact date, please provide the best estimate. | Date of First Symptom Experience"," "
text,is_this_the_first_time_that_you_are_reporting_the_symptoms_of_this_specific_flu_like_or_coronavirus_like_illness_on_this_survey,Is this the first time that you are reporting the symptoms of this specific flu-like or coronavirus-like illness on this survey??,"[""yes_this_is_the_first_time_i_am_reporting_these_symptoms"",""no_i_have_reported_having_these_symptoms_on_one_of_these_flu_or_coronavirus_related_surveys_within_the_past_month"",""i_don_t_know_i_can_t_remember""]"
text,as_of_today_do_you_feel_that_you_have_completely_recovered_from_your_illness,"As of today, do you feel that you have completely recovered from your illness?","[""no"",""yes""]"
text,when_did_you_feel_you_were_completely_recovered_from_your_illness__date_recovered,"When did you feel you were completely recovered from your illness? If you don?t recall the exact date, please provide the best estimate. | Date Recovered"," "
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__i_did_not_experience_any_flu_like_symptoms,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | I did not experience any flu-like symptoms","[""""i_did_not_experience_any_flu_like_symptoms""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__fever,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Fever","[""""fever""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__feeling_hot_or_feverish_or_having_chills_or_shivering,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Feeling hot or feverish or having chills or shivering","[""""feeling_hot_or_feverish_or_having_chills_or_shivering""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__cough,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Cough","[""""cough""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__sore_throat,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Sore throat","[""""sore_throat""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__muscle_or_body_aches,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Muscle or body aches","[""""muscle_or_body_aches""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__fatigue_feeling_weak_or_tired,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Fatigue (feeling weak or tired)","[""""fatigue_feeling_weak_or_tired""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__headache,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Headache","[""""headache""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Nasal congestion (having a stuffy nose) or a runny nose","[""""nasal_congestion_having_a_stuffy_nose_or_a_runny_nose""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__sneezing,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Sneezing","[""""sneezing""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__nausea_feeling_like_you_wanted_to_throw_up_and_or_vomiting,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Nausea (feeling like you wanted to throw up) and/or vomiting","[""""nausea_feeling_like_you_wanted_to_throw_up_and_or_vomiting""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__diarrhea,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Diarrhea","[""""diarrhea""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__abdominal_stomach_or_belly_pain,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Abdominal, stomach, or belly pain","[""""abdominal_stomach_or_belly_pain""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__rash,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Rash","[""""rash""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__shortness_of_breath_or_difficulty_breathing,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Shortness of breath or difficulty breathing","[""""shortness_of_breath_or_difficulty_breathing""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__chest_pain_or_pressure_or_chest_discomfort,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Chest pain or pressure or chest discomfort","[""""chest_pain_or_pressure_or_chest_discomfort""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__new_loss_of_sense_of_smell_or_taste,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | New loss of?sense of smell or taste","[""""new_loss_of_sense_of_smell_or_taste""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__other,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Other"," "
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__fever,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever","[""yesterday"",""2_days_ago"",""3_days_ago"",""4_days_ago"",""6_days_ago"",""today"",""5_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__feeling_hot_or_feverish_or_having_chills_or_shivering,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering","[""today"",""3_days_ago"",""5_days_ago"",""6_days_ago"",""yesterday"",""2_days_ago"",""4_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__cough,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Cough","[""today"",""yesterday"",""2_days_ago"",""3_days_ago"",""4_days_ago"",""6_days_ago"",""5_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__sore_throat,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sore throat","[""today"",""yesterday"",""4_days_ago"",""5_days_ago"",""2_days_ago"",""3_days_ago"",""6_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__muscle_or_body_aches,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches","[""today"",""6_days_ago"",""yesterday"",""2_days_ago"",""3_days_ago"",""4_days_ago"",""5_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__fatigue_feeling_weak_or_tired,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired)","[""2_days_ago"",""today"",""yesterday"",""3_days_ago"",""4_days_ago"",""6_days_ago"",""5_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__headache,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache","[""2_days_ago"",""today"",""4_days_ago"",""5_days_ago"",""6_days_ago"",""yesterday"",""3_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose","[""3_days_ago"",""today"",""2_days_ago"",""5_days_ago"",""6_days_ago"",""yesterday"",""4_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__sneezing,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sneezing","[""yesterday"",""4_days_ago"",""5_days_ago"",""today"",""2_days_ago"",""3_days_ago"",""6_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__nausea_feeling_like_you_wanted_to_throw_up_and_or_vomiting,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nausea (feeling like you wanted to throw up) and/or vomiting","[""3_days_ago"",""4_days_ago"",""5_days_ago"",""today"",""yesterday"",""2_days_ago"",""6_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__diarrhea,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea","[""today"",""2_days_ago"",""5_days_ago"",""6_days_ago"",""yesterday"",""3_days_ago"",""4_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__abdominal_stomach_or_belly_pain,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Abdominal, stomach, or belly pain","[""today"",""2_days_ago"",""4_days_ago"",""yesterday"",""3_days_ago"",""5_days_ago"",""6_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__rash,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Rash","[""today"",""4_days_ago"",""yesterday"",""2_days_ago"",""3_days_ago"",""5_days_ago"",""6_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__shortness_of_breath_or_difficulty_breathing,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Shortness of breath or difficulty breathing","[""today"",""yesterday"",""5_days_ago"",""2_days_ago"",""3_days_ago"",""4_days_ago"",""6_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__chest_pain_or_pressure_or_chest_discomfort,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Chest pain or pressure or chest discomfort","[""today"",""yesterday"",""2_days_ago"",""3_days_ago"",""4_days_ago"",""5_days_ago"",""6_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__new_loss_of_sense_of_smell_or_taste,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | New loss of?sense of smell or taste","[""yesterday"",""2_days_ago"",""3_days_ago"",""4_days_ago"",""5_days_ago"",""6_days_ago"",""today""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__insert_text_from_other,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other]","[""5_days_ago"",""today"",""yesterday"",""3_days_ago"",""4_days_ago"",""6_days_ago"",""2_days_ago""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | Today","[""""today""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | Yesterday","[""""yesterday""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 2 days ago","[""""2_days_ago""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 3 days ago","[""""3_days_ago""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 4 days ago","[""""4_days_ago""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 5 days ago","[""""5_days_ago""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 6 days ago","[""""6_days_ago""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | Today","[""""today""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | Yesterday","[""""yesterday""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 2 days ago","[""""2_days_ago""""]"
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | 3 days ago","[""""3_days_ago""""]"
