question_id,variable_name,datatype,label,value_constraints
0.0,household_members__18_to_49_had_flu,float,"How many members of your household, by age group listed below, have experienced flu-like symptoms during this flu season (September 2019 to today)? If no household member in your household experienced symptoms within an age group please enter 0.__Number of household members 18-49 years old experiencing flu-like symptoms",[]
0.0,household_members__50_to_64_had_flu,float,"How many members of your household, by age group listed below, have experienced flu-like symptoms during this flu season (September 2019 to today)? If no household member in your household experienced symptoms within an age group please enter 0.__Number of household members 50-64 years old experiencing flu-like symptoms",[]
0.0,household_members__65_plus_had_flu,float,"How many members of your household, by age group listed below, have experienced flu-like symptoms during this flu season (September 2019 to today)? If no household member in your household experienced symptoms within an age group please enter 0.__Number of household members 65+ years old experiencing flu-like symptoms",[]
0.0,missed_work,string,Did you miss school or work due to your illness?__Response,"['I missed 1 day of school or work', 'No, I did not miss any school or work during my illness', 'I missed 2 days of school or work', 'I am retired and/or school or work days don’t apply to me', 'I missed more than 3 days of school or work', 'Illness occurred on a weekend or other day(s) off', nan, 'I missed 3 days of school or work', 'I don’t know / I don’t remember']"
0.0,vaccinated__this_year,string,Did you receive the flu vaccine (sometimes called the flu shot) this flu season (September 2019 to today)?__Response,"['No', 'Yes', nan, ""I don't know / I can't remember""]"
0.0,vaccinated__last_year,string,Did you receive the flu vaccine last flu season? (September 2018 - March 2019)__Response,"['No', 'Yes', ""I don't know / I can't remember"", nan]"
0.0,vaccinated__typically,string,Please select the statement below that describes whether you typically get a flu shot (or another form of flu vaccine).__Response,"['I never have gotten a flu shot', 'I rarely get a flu shot', 'I get a flu shot every year', 'I sometimes get a flu shot', nan, 'I have never gotten a flu shot']"
0.0,complications__chest_infection,string,"Were you diagnosed by a healthcare provider with any of the following health problems either during your flu illness or since you recovered from your flu illness? Please select all that apply.__Chest infection (pneumonia, acute lung injury)","[nan, 'Chest infection (pneumonia, acute lung injury)']"
0.0,complications__worse_athsma_copd,string,Were you diagnosed by a healthcare provider with any of the following health problems either during your flu illness or since you recovered from your flu illness? Please select all that apply.__Worsening of asthma or COPD,"[nan, 'Worsening of asthma or COPD']"
0.0,complications__sepsis,string,Were you diagnosed by a healthcare provider with any of the following health problems either during your flu illness or since you recovered from your flu illness? Please select all that apply.__Bloodstream infection (sepsis),"[nan, 'Bloodstream infection (sepsis)']"
0.0,complications__ear_infection,string,Were you diagnosed by a healthcare provider with any of the following health problems either during your flu illness or since you recovered from your flu illness? Please select all that apply.__Ear infection (otitis media),"[nan, 'Ear infection (otitis media)']"
0.0,complications__sinus_infection,string,Were you diagnosed by a healthcare provider with any of the following health problems either during your flu illness or since you recovered from your flu illness? Please select all that apply.__Sinus infection (sinusitis),"[nan, 'Sinus infection (sinusitis)']"
0.0,complications__encephalitis,string,Were you diagnosed by a healthcare provider with any of the following health problems either during your flu illness or since you recovered from your flu illness? Please select all that apply.__Brain inflammation (encephalitis or encephalopathy),"[nan, 'Brain inflammation (encephalitis or encephalopathy)']"
0.0,complications__stroke,string,Were you diagnosed by a healthcare provider with any of the following health problems either during your flu illness or since you recovered from your flu illness? Please select all that apply.__Stroke,"[nan, 'Stroke']"
0.0,complications__myocarditis_pericarditis,string,Were you diagnosed by a healthcare provider with any of the following health problems either during your flu illness or since you recovered from your flu illness? Please select all that apply.__Inflammation of the heart or the covering of the heart (myocarditis and/or pericarditis),"[nan, 'Inflammation of the heart or the covering of the heart (myocarditis and/or pericarditis)']"
0.0,complications__worse_heart_failure,string,Were you diagnosed by a healthcare provider with any of the following health problems either during your flu illness or since you recovered from your flu illness? Please select all that apply.__Worsening of heart failure,"[nan, 'Worsening of heart failure']"
0.0,complications__heart_attack,string,Were you diagnosed by a healthcare provider with any of the following health problems either during your flu illness or since you recovered from your flu illness? Please select all that apply.__Heart attack (myocardial infarction),"[nan, 'Heart attack (myocardial infarction)']"
0.0,complications__muscle_inflammation,string,Were you diagnosed by a healthcare provider with any of the following health problems either during your flu illness or since you recovered from your flu illness? Please select all that apply.__Muscle inflammation (myositis or rhabdomyolysis),"[nan, 'Muscle inflammation (myositis or rhabdomyolysis)']"
0.0,complications__none,string,"Were you diagnosed by a healthcare provider with any of the following health problems either during your flu illness or since you recovered from your flu illness? Please select all that apply.__No, I was not diagnosed with any of these conditions","['No, I was not diagnosed with any of these conditions', nan]"
0.0,complications__chest_infection__onset,string,"Approximately when did the chest infection (pneumonia, acute lung injury) first occur?__Date",[]
0.0,complications__worse_athsma_copd__onset,string,Approximately when did the worsening of asthma or COPD first occur?__Date,[]
0.0,complications__sepsis__onset,string,Approximately when did the bloodstream infection (sepsis) first occur?__Date,[]
0.0,complications__ear_infection__onset,string,Approximately when did the ear infection (otitis media) first occur?__Date,[]
0.0,complications__sinus_infection__onset,string,Approximately when did the sinus infection (sinusitis) first occur?__Date,[]
0.0,complications__encephalitis__onset,string,Approximately when did the brain inflammation (encephalitis or encephalopathy) first occur?__Date,[]
0.0,complications__stroke__onset,string,Approximately when did the stroke first occur?__Date,[]
0.0,complications__myocarditis_pericarditis__onset,string,Approximately when did the inflammation of the heart or the covering of the heart (myocarditis and/or pericarditis) first occur?__Date,[]
0.0,complications__worse_heart_failure__onset,string,Approximately when did the worsening of heart failure first occur?__Date,[]
0.0,complications__heart_attack__onset,string,Approximately when did the heart attack (myocardial infarction) first occur?__Date,[]
0.0,complications__muscle_inflammation__onset,string,Approximately when did the muscle inflammation (myositis or rhabdomyolysis) first occur?__Date,[]
0.0,survey_id,integer,,"[273462458, 280161684]"
0.0,zipcode,float,"What is your current zip code? (Where you live and spend the majority of your time). If you are currently staying in a different location for an extended period of time, please enter your current zip code.__Open-Ended Response",[]
0.0,symp__short_breath,string,"Looking back over the past 7 days, did you have any of the additional symptoms below?__Shortness of breath and/or difficulty breathing","[nan, 'Shortness of breath and/or difficulty breathing']"
0.0,symp__chest_pain,string,"Looking back over the past 7 days, did you have any of the additional symptoms below?__Persistent pain or pressure in the chest","[nan, 'Persistent pain or pressure in the chest']"
0.0,symp__anosmia,string,"Looking back over the past 7 days, did you have any of the additional symptoms below?__Loss of sense of smell","[nan, 'Loss of sense of smell']"
0.0,symp__none,string,"Looking back over the past 7 days, did you have any of the additional symptoms below?__None of the above","[nan, 'None of the above']"
0.0,symp__short_breath__0d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Shortness of breath and/or difficulty breathing - Today","[nan, 'Today']"
0.0,symp__short_breath__1d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Shortness of breath and/or difficulty breathing - Yesterday","[nan, 'Yesterday']"
0.0,symp__short_breath__2d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Shortness of breath and/or difficulty breathing - 2 days ago","[nan, '2 days ago']"
0.0,symp__short_breath__3d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Shortness of breath and/or difficulty breathing - 3 days ago","[nan, '3 days ago']"
0.0,symp__short_breath__4d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Shortness of breath and/or difficulty breathing - 4 days ago","[nan, '4 days ago']"
0.0,symp__short_breath__5d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Shortness of breath and/or difficulty breathing - 5 days ago","[nan, '5 days ago']"
0.0,symp__short_breath__6d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Shortness of breath and/or difficulty breathing - 6 days ago","[nan, '6 days ago']"
0.0,symp__chest_pain__0d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Persistent pain or pressure in the chest - Today","[nan, 'Today']"
0.0,symp__chest_pain__1d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Persistent pain or pressure in the chest - Yesterday","[nan, 'Yesterday']"
0.0,symp__chest_pain__2d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Persistent pain or pressure in the chest - 2 days ago","[nan, '2 days ago']"
0.0,symp__chest_pain__3d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Persistent pain or pressure in the chest - 3 days ago","[nan, '3 days ago']"
0.0,symp__chest_pain__4d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Persistent pain or pressure in the chest - 4 days ago","[nan, '4 days ago']"
0.0,symp__chest_pain__5d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Persistent pain or pressure in the chest - 5 days ago","[nan, '5 days ago']"
0.0,symp__chest_pain__6d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Persistent pain or pressure in the chest - 6 days ago","[nan, '6 days ago']"
0.0,symp__anosmia__0d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Loss of sense of smell - Today","[nan, 'Today']"
0.0,symp__anosmia__1d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Loss of sense of smell - Yesterday","[nan, 'Yesterday']"
0.0,symp__anosmia__2d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Loss of sense of smell - 2 days ago","[nan, '2 days ago']"
0.0,symp__anosmia__3d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Loss of sense of smell - 3 days ago","[nan, '3 days ago']"
0.0,symp__anosmia__4d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Loss of sense of smell - 4 days ago","[nan, '4 days ago']"
0.0,symp__anosmia__5d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Loss of sense of smell - 5 days ago","[nan, '5 days ago']"
0.0,symp__anosmia__6d_ago,string,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__Loss of sense of smell - 6 days ago","[nan, '6 days ago']"
0.0,symp__none__0d_ago,float,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__None of the above - Today",[nan]
0.0,symp__none__1d_ago,float,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__None of the above - Yesterday",[nan]
0.0,symp__none__2d_ago,float,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__None of the above - 2 days ago",[nan]
0.0,symp__none__3d_ago,float,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__None of the above - 3 days ago",[nan]
0.0,symp__none__4d_ago,float,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__None of the above - 4 days ago",[nan]
0.0,symp__none__5d_ago,float,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__None of the above - 5 days ago",[nan]
0.0,symp__none__6d_ago,float,"Looking back over the past 7 days, please indicate on which days you felt the following additional symptoms.__None of the above - 6 days ago",[nan]
0.0,diagnosis__unknown,string,Did the healthcare provider perform any of the following tests? Select all that apply.__I don’t know / I can’t remember,"[nan, 'I don’t know / I can’t remember']"
0.0,diagnosis_covid,string,Did the healthcare provider diagnose you as having coronavirus disease (also known as COVID-19)?__Response,"[nan, 'No', 'Yes', ""I don't know / I can't remember"", 'I am waiting for my diagnosis']"
0.0,diagnosis_covid__nasal_swab,string,Did you take any of the following tests for your coronavirus diagnosis? Select all that apply.__Nasal swab,"[nan, 'Nasal swab']"
0.0,diagnosis_covid__throat_swab,string,Did you take any of the following tests for your coronavirus diagnosis? Select all that apply.__Throat swab,"[nan, 'Throat swab']"
0.0,diagnosis_covid__blood,string,Did you take any of the following tests for your coronavirus diagnosis? Select all that apply.__Blood test,"[nan, 'Blood test']"
0.0,diagnosis_covid__spit,string,Did you take any of the following tests for your coronavirus diagnosis? Select all that apply.__Spit test / kit,"[nan, 'Spit test / kit']"
0.0,diagnosis_covid__symptoms,string,Did you take any of the following tests for your coronavirus diagnosis? Select all that apply.__Symptoms only (no lab test),"[nan, 'Symptoms only (no lab test)']"
0.0,diagnosis_covid__none,string,Did you take any of the following tests for your coronavirus diagnosis? Select all that apply.__None of the above (I was not tested for a coronavirus diagnosis),"[nan, 'None of the above (I was not tested for a coronavirus diagnosis)']"
0.0,diagnosis_covid__dont_know_remember,string,Did you take any of the following tests for your coronavirus diagnosis? Select all that apply.__I don’t know / I can’t remember,"[nan, 'I don’t know / I can’t remember']"
0.0,diagnosis_covid__other,string,Did you take any of the following tests for your coronavirus diagnosis? Select all that apply.__Other (please specify),"[nan, 'Other (please specify)']"
0.0,diagnosis_covid__location,string,"If you were tested for a coronavirus diagnosis, where did you take the COVID-19 diagnostic test?__Response","[nan, 'At a drive through testing facility', 'In a clinic or hospital', 'At home testing kit', 'None of the above', 'Other (please specify)']"
0.0,diagnosis_covid__location__other,string,"If you were tested for a coronavirus diagnosis, where did you take the COVID-19 diagnostic test?__Other (please specify)",[]
0.0,quarantine,string,Were you told to self-quarantine (stay in your home without leaving for any reason) by a medical professional?__Response,"[nan, 'No', 'Yes', ""I don't know / I can't remember""]"
0.0,household_members__covid_diagnosis,string,Have any members of your household been diagnosed with coronavirus disease (also known as COVID-19)?__Response,"[nan, 'No', 'Yes']"
0.0,outside_household__had_flu,string,"Have you been in close contact with anyone outside your household (e.g., family members, friends, coworkers, acquaintances) who have experienced flu-like symptoms recently?Close contact can include direct physical contact, face-to-face contact for longer than 15 minutes, exchange of bodily fluids, or being within 6 feet of the person for more than 15 minutes.__Response","[nan, 'No', 'I don’t know / I’m not sure', 'Yes, within the last 7 days', 'Yes, within the last 14 days', 'Yes, over 14 days ago']"
0.0,covid_contact,string,"Have you recently been in contact with someone who was diagnosed with coronavirus? Close contact can include direct physical contact, face-to-face contact for longer than 15 minutes, exchange of bodily fluids, or being within 6 feet of the person for more than 15 minutes.__Response","[nan, 'No', 'I don’t know / I’m not sure', 'Yes, over 14 days ago', 'Yes, within the last 7 days', 'Yes, within the last 14 days']"
0.0,behavior__social_distancing__0d_ago,string,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__Today","[nan, 'Today']"
0.0,behavior__social_distancing__1d_ago,string,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__Yesterday","[nan, 'Yesterday']"
0.0,behavior__social_distancing__2d_ago,string,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__Two days ago","[nan, 'Two days ago']"
0.0,behavior__social_distancing__3d_ago,string,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__Three days ago","[nan, 'Three days ago']"
0.0,behavior__social_distancing__4d_ago,string,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__Four days ago","[nan, 'Four days ago']"
0.0,behavior__social_distancing__5d_ago,string,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__Five days ago","[nan, 'Five days ago']"
0.0,behavior__social_distancing__6d_ago,string,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__Six days ago","[nan, 'Six days ago']"
0.0,behavior__social_distancing__did_not,string,"Looking back over the past 7 days, which days have you practiced social distancing or isolation behaviors (e.g., working remotely, limited the time spent in crowds, increasing the amount of time spent at home)? Please select all that apply.__I did not practice social distancing in the last 7 days","[nan, 'I did not practice social distancing in the last 7 days']"
0.0,behavior__air_travel,string,Have you recently traveled on an airplane?__Response,"[nan, 'No', 'Yes, over 14 days ago', 'Yes, within the last 14 days', 'Yes, within the last 7 days']"
0.0,behavior__large_gatherings,string,"Have you recently participated in any large public gatherings of over 250 people (e.g. concerts, sporting events, amusement parks)?__Response","[nan, 'No', 'Yes, within the last 14 days', 'Yes, over 14 days ago', 'Yes, within the last 7 days']"
0.0,healthcare_worker__self__working,string,"Are you or one of your household members a healthcare worker (i.e doctor, dentist, nurse, nurse's aid, paramedic, physician's assistant, home healthcare aid, hospital worker, pharmacist, or other type of healthcare worker)? Please select all that apply.__I am, and I am currently working","[nan, 'I am, and I am currently working']"
0.0,healthcare_worker__self__not_working,string,"Are you or one of your household members a healthcare worker (i.e doctor, dentist, nurse, nurse's aid, paramedic, physician's assistant, home healthcare aid, hospital worker, pharmacist, or other type of healthcare worker)? Please select all that apply.__I am, but I am NOT currently working","[nan, 'I am, but I am NOT currently working']"
0.0,healthcare_worker__household_member__not_working,string,"Are you or one of your household members a healthcare worker (i.e doctor, dentist, nurse, nurse's aid, paramedic, physician's assistant, home healthcare aid, hospital worker, pharmacist, or other type of healthcare worker)? Please select all that apply.__One of my household members is, and they are currently working","[nan, 'One of my household members is, and they are currently working']"
0.0,healthcare_worker__household_member__working,string,"Are you or one of your household members a healthcare worker (i.e doctor, dentist, nurse, nurse's aid, paramedic, physician's assistant, home healthcare aid, hospital worker, pharmacist, or other type of healthcare worker)? Please select all that apply.__One of my household members is, but they are NOT currently working","[nan, 'One of my household members is, but they are NOT currently working']"
