Id,Description,Datatype,Units,Enumeration,Label,Additional Missing Value Codes,Terms,Unit,Section,ui,Notes,min,max,CDE Reference,pattern,phi_id,branching_logic,required,form_name,header,Variable Classification,Validation,Field Notes,Branching_Logic,CDE_Reference,Custom Alignment,source_file,source_directory,Program,Title,Summary,Digest (Id|source_file|source_directory)
family_income,,int,,"""1""=[Less than $15,000] |""2""=[$15,000 - $19,999] |""3""=[$20,000 - $24,999] |""4""=[$25,000 - $34,999] |""5""=[$35,000 - $49,999] |""6""=[$50,000 - $74,999] |""7""=[$75,000 - $99,999] |""8""=[$100,000 and above] |""99""=[Prefer not to answer] ","In 2019, what was your total household income before taxes?","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,46890aaae37d84a09df5cc17093ad6ccf717f4f36c8c5fe7e6d94408e7a2fbe653270526630b0ae7a7f3e1ebf38ff76a31962fb8f99d00f70357296fef016fa1
hi_loss_covid,,int,,"""0""=[No] |""1""=[Yes] |""98""=[Prefer not to answer] |""99""=[Don't know] ",Did you lose health coverage because of the COVID-19 pandemic?,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,3b94816318ad76ce3056aa2b8d13353ead27e573e9039b4f1f0de78c7eba7dd36cdf0820f8cf774702bb4843b4b66b5970ad58bc07ed32ad68e6ff089d17f340
hlthstat_date_mdy,,date,,,Date of Health Status Collection,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,83f25ad3ac5ae5ba3ebce0daf23b3fcb852b55d1d90e27b4a53b61a19647939bd8553f398fde495c3aafd51e359fad0d661fc5dfbdb9e86c97104eb20ca78343
household_homeless,,int,,"""0""=[No] |""1""=[Yes] |""98""=[Prefer not to answer] |""99""=[Don't know] ","Are you currently living in transitional housing, staying in a shelter, or experiencing homelessness?","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,0161c180512ec268f03541fbf923193ae191c14ff08dea5346ac31be2a07569393f0fa0544d5b238bd8693eab8fb987da9a919020318ba63030b1d6c54f8d2ac
housing_date_mdy,,date,,,"Date of Housing, Employment and Insurance Collection","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,7452b468d47f4e6ab65936c7ebfaddad9ed5792d682267238168840b57602ce59e3d1cea7a23227df2d64c29cf56066c70ca25efeb99a88c3a8a31b365b7ea58
isolate_maintain_job,,int,,"""1""=[Yes] |""2""=[No] |""98""=[Don't know] |""99""=[Prefer not to answer] ","If you were to test positive for COVID-19, would you be able to isolate without losing your job?","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,dd5a9f34e46c26bbdc93467b119eb136685cc64f8224eacd41042bb25a8ce1f9eddd7e804e5cad67951a5d7526ba4c886ed9e02214da33d3b4cad1db728461e8
language_english,,int,,"""0""=[No] |""1""=[Yes] |""98""=[Prefer not to answer] ",Do you speak a language other than English at home?,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_projectS17_DICT_transformcopy_v1.csv,phs003123,RADx-UP,"Exploring barriers and facilitators to women who use drugs (WWUD) awareness, acceptance and uptake of COVID-19 testing, the CARE study ","Supplemental award to project 64_JHU. This supplement includes an additional touchpoint at the 6-month mark for Aim 3. No other changes were made. ",0cfe0bd6b5a1a46540c7ad83f626117d004a33992cc30c80877c707d2cd0e6364c051ad76c26ead008e66396ecffada679b0cce886f7c27da1b51038f8018507
med_hx_date_mdy,,date,,,Date of Medical History Collection  MM/DD/YYYY,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,90c328d31836ac586365311e5d9d205a1acb3ff4e3f4a6fde5599bf2163c86fc003c54782f205585ad53cab88a63757555cd50493a6f5eb35f7e73648d2cde07
quarantine_maintain_job,,int,,"""1""=[Yes] |""2""=[No] |""98""=[Don't know] |""99""=[Prefer not to answer] ","If you would be exposed to someone with COVID-19, would you be able to quarantine without losing your job? ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,33918c40385f3b6d8dec8e9300ee3686c6111767cd8d4eb466eee382d63fa339c6a7eac7b4fa561a2de3996c224ff49fdd2954c35860fef926b47f252723c8b3
recentresult_covidtest,,int,,"""1""=[Negative] |""2""=[Positive] |""3""=[Never obtained results] |""4""=[Indeterminate] |""98""=[Don't know] |""99""=[Prefer not to answer] ",What was the result of your most recent COVID-19 test?,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,c487626bce9d407c414efaf149237c17b47833160fc0fac3f6022dfc460b2927706f90cd543681bd1820c4aac7e8ff06640dc72a99f505c45eb2e90668bc53e7
redcap_event_name,,,,,REDCap event name used to label longitudinal data,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_origcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,3a6d45741c65e1d43af81239aea85f12e914bd18ea26aa42e146c7a4ea0372400cb68cfbfb893fce06e1169ba2d048539428fe5b5755f558f84a22298dd28ec5
redcap_repeat_instance,,,,,REDcap repeating instance counter for instruments,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_origcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,1e71998c169703ea0d231d1b6c65e5361ee9135a87b325e9b3c29b46be0b501baa1c2de07d842b915dd1cf1c474644dcd4753b063b51a41146288f13e469d052
redcap_repeat_instrument,,,,,REDCap instrument that may be repeated,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,e228743f7c70b6319c4a210cf4e966678d805d98ded6f46dcc963a3cff36bcdf423aea1dad131355f715acd6b4b3e2a75aaa121d64d110a193889d828488ab67
self_reported_height_coded,,int,,"""1""=[Feet and inches] |""2""=[Meters and centimeters] |""98""=[Don't know] |""99""=[Prefer not to answer] ",How tall are you without shoes? Please choose the units you would like to use for height,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_origcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,e4af7730d1f8b930a605d80eb5d1f63bf575f0f7e4f7714f3f5e35775ef36ba7f659ee6fe589ff7d004d375da9a09b776c8d2e4ef612d01e06a10c21221b51f3
sex_orient_id,,int,,"""1""=[Gay] |""2""=[Lesbian] |""3""=[Straight; that is, not gay or lesbian, etc.] |""4""=[Bisexual] |""96""=[None of these describe me] |""99""=[Prefer not to answer] ",Which of the following best represents how you think of yourself at this time?,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,5c77b5a4a70d27cef715d3fdcd4e70d6724c6f6383835aaa499be94603292accaf54024f9dc61484d504ba79c35fe263e776921c58d02fec3e22e8aba8b1d6d6
smoker_number,,decimal,,,"If you smoke every day, on average, how many cigarettes per day do you smoke? ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,ee7de63d996d9dbfb006eaddc005a671c5be95e1e3ca21d318a97b420af55c9c760938d753e01301db369ef1aa36ad1efe4a3b15f179bde8a214a30e8174cd5f
sociodem_date_mdy,,date,,,Date of Sociodemographic Data Collection,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,0e1f6a4a9289f54094b5e09aca83c30e1676149b28bfd0b6f2a542c9bc4b6fae94a17b35a135f04b0923f595ea3a40d6e7af1b0fd31a13e0c66907f9359ff934
sym_date_mdy,,date,,,Date of Symptom Collection,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,b3c1552301e92fc66d3916cb710247566e86cb75eb0e033988a67765b02ba7564d9cc12d435a6a3803851ba021c8e2f91f2af3f0d53f22e238b599ae7fb0094a
test_date_mdy,,date,,,Date of Testing Collection,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,20e90c6b0287f7d32f6c2548290c5e6c98cdd8e70f51781ff741e6fcba9454c294aa1a6d1cfeb045f21976497c50ebf5f296c8ca0601f26fc3f961f39d75256a
tested_for_covid,,int,,"""1""=[Yes] |""2""=[No] |""98""=[Don't know] |""99""=[Prefer not to answer] ",Have you ever been tested for COVID-19?,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,3fcef31309418f081e5416bb991f8325ae1e95b149f188b26883955a4f5bc74c66249c237062df54873f93bdc584985f6250853b9dc530538f5375448544aeb4
tested_positive_for_covid,,int,,"""1""=[Yes] |""2""=[No] |""98""=[Don't know] |""99""=[Prefer not to answer] ",Have you ever tested positive for COVID-19?,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,c077a412f75fe52c68963e5b966bd5b4a4894f0bc26ba4a5a7e4e437cf9ec2ffaf538f35f351f4481101b04dea7fb7b393b34d720e6b4efa60124342884a2f2e
vacc_date_mdy,,date,,,Date of Vaccine Acceptance Collection,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,bd0f3291549575d38ab0ef82c33c06ed980c3dacd88a693e35f50d56f69d4d3d596102e463743feccc729b46286ace2a6661aef2c4e3d844f67d1ff457c13b5f
vaccine_avail,,int,,"""1""=[Very likely] |""2""=[Fairly likely] |""3""=[Not too likely] |""4""=[Not at all likely] |""5""=[Definitely not] |""97""=[Not applicable] |""98""=[Don't know] |""99""=[Prefer not to answer] ","How likely are you to get an approved COVID-19 vaccine when it becomes available? ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,b4b3a957bf3410225130a1968af180af81b9a03df67a54b537628a827d9f22e58feae7232cf4f7950d674febaaa28c12dc78172efe630b9cf3acc29f85e7cf9c
work_ppe_date_mdy,,date,,,Date of Work PPE and Distancing Collection,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,ee75170ab2b410482aacb8ce68921a74f6b9b08dfe8d19aa72ed7e8499174d7fc0776f9859e57befbdd49a44badd483013afc2576d0afbbabf1fffa1c93aacff
zip_code_3digit,,text,,,Zip Code (3 digit only),"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project24_DICT_transformcopy_v1.csv,phs002775,RADx-UP,Rhode Island Center for Clinical and Translational Science,This project is targeted to increase testing in the Rhode Island Latino/Latina community through partnerships with community clinics.,dbf35781e006b6ee30397b0f9d2e4d11696bb5bef7c652354d62f9bac31f4db733a778522065cc458014fb3f92634d120d708e01b0806b38fbbcbec6198e4879
consent_zip,,int,,"""0""=[No] |""1""=[Yes] ",I agree to let the Duke Clinical Research Institute collect my zip code.,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,2f7461ee6599f0eae543ef7b20d3260cba04ad071aa51f9097cfe906acd5efa6a9f7add05c26199d47ebae3d41c6296ab3b44bdbc276ae042c09438098768487
cov_pan_chal_hlth,,int,,"""0""=[No, not a challenge] |""1""=[Yes, a minor challenge] |""2""=[Yes, this is a major challenge] |""99""=[Prefer not to answer] ",Getting the health care I need (including for mental health),"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,5fa59f67867972602baf1e25cff6336f00e29ec1d6d9c18632fd78d224db3ba4c148a8bc74334a10beb1e9d237a0f1577e81765868bd3b1ac45e3a2b8598a3fd
cov_pan_chal_med,,int,,"""0""=[No, not a challenge] |""1""=[Yes, a minor challenge] |""2""=[Yes, this is a major challenge] |""99""=[Prefer not to answer] ",Getting the medicine I need,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,7f18b34b28882dc29fd23189cfb6d89dc3a58ab368bfffb56dab9ba8f1720ea468b2e70941b597949e2ac60a513291590d3e8d25092657414a43dd5eef077f3e
cov_pan_chlng_trans,,int,,"""0""=[No, not a challenge] |""1""=[Yes, a minor challenge] |""2""=[Yes, this is a major challenge] |""99""=[Prefer not to answer] ","Getting to where I need to go ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,7a6f1d9ff7d696a673f4b1bb018260baf8e0b6534717628c0995ff2392867ed1b1da9fd2afc1ebc20438a712b5f4ff54adf78232a114fbd6ba50c5a0f2b8e010
cov_tst_mthd,,int,,"""1""=[Nasal Swab] |""2""=[Throat Swab] |""3""=[Blood Sample] |""4""=[Saliva] |""99""=[Prefer not to answer] ","How were you tested for your most recent test? ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,5ede3a1f9b7959d96b25ff59a94014bebdcca7e5bf0238640309f00b5b187ae0e327bbe5bc2a13852de5d6c105543ce3e70721d12ee7bc11c94ef9e41a226e0f
covid_pandemic_challenges_abod,,int,,"""0""=[No, not a challenge] |""1""=[Yes, a minor challenge] |""2""=[Yes, this is a major challenge] |""99""=[Prefer not to answer] ",Having a place to stay/live,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,7ca164fc4f8417cc0ea285a21eb3d37cde6809d0610eaaab48edbb9805012c3b7b0c83358ecd6a2eca067f9af873989f435ef93b4fd94cb23548789ac81a389d
covid_pandemic_challenges_food,,int,,"""0""=[No, not a challenge] |""1""=[Yes, a minor challenge] |""2""=[Yes, this is a major challenge] |""99""=[Prefer not to answer] ",Getting enough food to eat,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,6c07d2c86d1d0a8b49097a2e572011af08a036b545d67814020bd09c8722e917e91feb21d790fd8f5a96f02262d603d309150c6ae3e8fb1b41c62e87127151e4
covid_pandemic_challenges_wate,,int,,"""0""=[No, not a challenge] |""1""=[Yes, a minor challenge] |""2""=[Yes, this is a major challenge] |""99""=[Prefer not to answer] ",Having clean water to drink,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,5a87b2979f590fda643185d9484048719542805ed16aa2e314f8bebe05450f62ea647ea274ac332818664cf31a9fa892b863f42517f92de9845bed24ec277670
employed_healthcare,,int,,"""0""=[No] |""1""=[Nursing care facilities] |""10""=[Construction] |""2""=[Visiting nurse or home health aide service] |""3""=[Building cleaning services] |""4""=[Public transportation] |""5""=[Corrections facility] |""6""=[EMT or paramedic services] |""7""=[Meat packing farm facility] |""8""=[Agriculture and food production facility] |""9""=[Grocery store] |""99""=[Prefer not to answer] ","Would any of these describe where you work? If you work multiple jobs, select the closest match to your main job.","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,fdc4fd2a5367e672bddce26af639395520eb0114944a65b063de86ff468956ca15813934c2fb776da1fdcde5a552f802543033712a6b0f6a6ac3cab89760feef
flu_vaccine_season,,int,,"""0""=[No] |""1""=[Yes] |""98""=[Don't know] |""99""=[Prefer not to answer] ",Have you received a flu vaccine in the last 12 months?,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,1709aa64a55f6f78173b2464c5168e2607eee2c20a080a54cd2c313b7b986905616a28b59fe4bc259ef43ff99fc11fd0e9ae2aa59f614e98a53566f1f8a5668b
flu_vaccinehistind,,int,,"""0""=[No] |""1""=[Yes] |""98""=[Don't know] |""99""=[Prefer not to answer] ",Have you ever received a flu vaccination?,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,609c00a0a3b18bd9d22b60efba151009119d0a49587271391f857eaab6a77cb80178f952c20a4cb383331db1c0f62e1c6ab97ce433ed83243f4711d3fb4dc257
gender_identity_term,,int,,"""0""=[Man] |""1""=[Woman] |""3""=[Transgender man/Female-to-male (FTM)] |""4""=[Transgender woman/Male-to-female (MTF)] |""5""=[Gender non-binary/Genderqueer/Gender nonconforming] |""6""=[Agender] |""7""=[Bigender] |""8""=[Two-spirit] |""96""=[None of these describe me] |""99""=[Prefer not to answer] ",What terms best express how you describe your gender identity?,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,,0da42e8c203e1a93a338ba2d7c74515b429bfc098e99006401982a55b69de0f09083019e045981715fec9c6c916ff04c01639ed27511665a9b43c1ff81bfb89b
